,1 Hz,,2 Hz,,5 Hz,,10 Hz,,20Hz,,50 Hz,,100 Hz,,200 Hz,,250 Hz,,500 Hz,frequesncy,EPSC Gain,
13.006794246,1.007710593E-10,6.5068874805,9.583532881E-11,2.6069856467,9.108718736E-11,1.3071458275,8.385427238E-11,0.65730749833,7.765082072E-11,0.26588078765,1.60769083E-10,0.12077250424,3.65521834E-11,0.066684626952,2.018786028E-9,0.061159944382,1.533897143E-9,,,,,
13.006797646,1.003528662E-10,6.5068915987,9.576987174E-11,2.60698981,9.065152011E-11,1.3071489103,8.382139586E-11,0.65731213578,7.727604757E-11,0.26588402151,1.626863117E-10,0.12079515007,3.622952319E-11,0.066687686013,2.014160864E-9,0.061162765607,1.545203105E-9,,,,,
13.006800942,1.002838789E-10,6.5068950319,9.535606318E-11,2.6069937065,9.068571886E-11,1.3071533923,8.342288588E-11,0.65731686577,7.729644962E-11,0.26588725882,1.6462628E-10,0.12081783581,3.591012159E-11,0.066690745983,2.009544766E-9,0.061165590823,1.556587582E-9,,,,,
13.006805022,1.002015176E-10,6.5068983439,9.529437025E-11,2.6069991132,9.02385049E-11,1.3071578906,8.344206875E-11,0.65732240681,7.723828264E-11,0.26589049961,1.665892503E-10,0.12084056175,3.559394131E-11,0.066693806864,2.004937721E-9,0.061168419181,1.56804846E-9,,,,,
13.006808425,9.978381699E-11,6.5069024671,9.523095891E-11,2.6070044117,9.02187131E-11,1.3071633633,8.33551182E-11,0.65732597983,7.684828606E-11,0.26589374386,1.685754881E-10,0.12086332814,3.528094557E-11,0.066696868656,2.000339714E-9,0.061171249218,1.579580369E-9,,,,,
13.006811724,9.971567005E-11,6.5069059041,9.481763154E-11,2.6070097918,9.001474686E-11,1.3071669709,8.296272524E-11,0.65732895918,7.683010114E-11,0.26589699158,1.705852615E-10,0.12088613528,3.497109802E-11,0.06669993136,1.995750733E-9,0.061174080631,1.592666353E-9,,,,,
13.006815808,9.96354762E-11,6.5069092179,9.475671332E-11,2.6070131301,8.99963244E-11,1.3071699925,8.29343234E-11,0.65733372458,7.646114464E-11,0.26590024277,1.726188414E-10,0.12090898343,3.466436281E-11,0.066702994977,1.991170764E-9,0.061176961508,1.604531729E-9,,,,,
13.006819215,9.921826669E-11,6.506913346,9.46953331E-11,2.6070160082,8.956769422E-11,1.3071745638,8.254125496E-11,0.6573387151,7.647412358E-11,0.26590349745,1.746765018E-10,0.12093187288,3.436070454E-11,0.066706059508,1.986599794E-9,0.061179970857,1.617052253E-9,,,,,
13.006822515,9.915095251E-11,6.5069167868,9.428248577E-11,2.6070191865,8.952278813E-11,1.3071792381,8.255523103E-11,0.65734425026,7.642085663E-11,0.26590675561,1.767585193E-10,0.12095480391,3.406008825E-11,0.066709124955,1.982037809E-9,0.061182967311,1.629546635E-9,,,,,
13.006826604,9.907291032E-11,6.5069201023,9.422233534E-11,2.6070236018,8.910098997E-11,1.3071847103,8.247284723E-11,0.6573477098,7.602567137E-11,0.26591001726,1.788651736E-10,0.12097777681,3.376247945E-11,0.066712191317,1.977484796E-9,0.061185898486,1.641823596E-9,,,,,
13.006830015,9.865619063E-11,6.5069242354,9.416297178E-11,2.6070279426,8.911643838E-11,1.3071882387,8.207754714E-11,0.65735059448,7.601324184E-11,0.2659132824,1.809967471E-10,0.12100079185,3.346784407E-11,0.066715258596,1.972940743E-9,0.061188800384,1.654056641E-9,,,,,
13.006833316,9.858970164E-11,6.5069276801,9.375060332E-11,2.6070333807,8.900124047E-11,1.3071911944,8.205378775E-11,0.65735552097,7.591585989E-11,0.26591655104,1.831535253E-10,0.12102384933,3.317614846E-11,0.066718326793,1.968405635E-9,0.061191716667,1.666431817E-9,,,,,
13.00683741,9.851379554E-11,6.5069309974,9.369121389E-11,2.6070370275,8.860675622E-11,1.3071958736,8.166614136E-11,0.65735983908,7.587218966E-11,0.26591982317,1.853357967E-10,0.12104694955,3.28873594E-11,0.066721395909,1.96387946E-9,0.061194653694,1.678966503E-9,,,,,
13.006840825,9.809756441E-11,6.5069351355,9.363385262E-11,2.6070400885,8.856830273E-11,1.3072007622,8.167376987E-11,0.65736285237,7.546375548E-11,0.26592309881,1.875438527E-10,0.12107009278,3.260144409E-11,0.066724465944,1.959362204E-9,0.061197594802,1.691583941E-9,,,,,
13.006844128,9.803189312E-11,6.506938584,9.32219619E-11,2.6070445127,8.81532255E-11,1.307206232,8.159603651E-11,0.65736578752,7.545039539E-11,0.26592637796,1.897779876E-10,0.12109327933,3.231837015E-11,0.0667275369,1.954853855E-9,0.061200528912,1.704238413E-9,,,,,
13.006848227,9.79581077E-11,6.5069419031,9.316332672E-11,2.6070489504,8.816722081E-11,1.3072096698,8.119694174E-11,0.65737067629,7.535433646E-11,0.26592966062,1.92038499E-10,0.1211165095,3.203810562E-11,0.066730608778,1.950354398E-9,0.061203458254,1.716943293E-9,,,,,
13.006851645,9.754236386E-11,6.5069460462,9.310795354E-11,2.6070543724,8.805813944E-11,1.3072125498,8.117833036E-11,0.65737495285,7.531468198E-11,0.2659329468,1.943256874E-10,0.12113978358,3.17606189E-11,0.066733681577,1.945863822E-9,0.061206389099,1.72972704E-9,,,,,
13.00685495,9.74775029E-11,6.5069494986,9.26965394E-11,2.6070579557,8.766160675E-11,1.3072173593,8.079613483E-11,0.65737796357,7.490779581E-11,0.2659362365,1.966398564E-10,0.12116310188,3.148587883E-11,0.0667367553,1.941382112E-9,0.061209323645,1.74259838E-9,,,,,
13.006859053,9.740582288E-11,6.5069528195,9.263865183E-11,2.6070609673,8.762727553E-11,1.3072225149,8.079597987E-11,0.6573809207,7.489398832E-11,0.26593952972,1.989813126E-10,0.1211864647,3.12138546E-11,0.066739829947,1.936909256E-9,0.061212260165,1.755548933E-9,,,,,
13.006862475,9.699056509E-11,6.5069569676,9.258525261E-11,2.6070654625,8.721737601E-11,1.3072279785,8.062285031E-11,0.65738580658,7.479925908E-11,0.26594282646,2.01350366E-10,0.12120987235,3.094451581E-11,0.06674290552,1.932445241E-9,0.061215196812,1.768570788E-9,,,,,
13.006865782,9.692650714E-11,6.5069604239,9.217431397E-11,2.6070700397,8.722734645E-11,1.3072314379,8.063559677E-11,0.65739007147,7.476261014E-11,0.26594612674,2.037473294E-10,0.12123332514,3.067783245E-11,0.066745982018,1.927990053E-9,0.061218133475,1.78166417E-9,,,,,
13.006869891,9.68569174E-11,6.5069637466,9.211716739E-11,2.6070754621,8.712295167E-11,1.3072343844,8.021258236E-11,0.65739307872,7.435612983E-11,0.26594943056,2.061725189E-10,0.12125682338,3.041377488E-11,0.066749059443,1.92354368E-9,0.061221070962,1.794833174E-9,,,,,
13.006873316,9.644214442E-11,6.5069678997,9.206572814E-11,2.6070789829,8.672442691E-11,1.3072375722,8.018097574E-11,0.65739603968,7.434281591E-11,0.26595273791,2.082968009E-10,0.12128036738,3.015231379E-11,0.066752137795,1.919106108E-9,0.061224009744,1.808080065E-9,,,,,
13.006876625,9.63788823E-11,6.5069713599,9.16552639E-11,2.6070819426,8.669425683E-11,1.3072421163,7.979368284E-11,0.65740093722,7.424910803E-11,0.26595593351,2.107546726E-10,0.12130395746,2.989342028E-11,0.066755217076,1.914677326E-9,0.0612269497,1.819656609E-9,,,,,
13.006880738,9.631136782E-11,6.5069746844,9.15988518E-11,2.6070865232,8.628950634E-11,1.3072466266,7.981696092E-11,0.65740521102,7.421459575E-11,0.26595887056,2.133025765E-10,0.12132759395,2.963706578E-11,0.066758297287,1.910257318E-9,0.061229846216,1.834610237E-9,,,,,
13.006884167,9.589707844E-11,6.5069788427,9.154935863E-11,2.6070912667,8.629455091E-11,1.3072521642,7.97451274E-11,0.65740822121,7.380847925E-11,0.26596174039,2.154469194E-10,0.12135127716,2.938322208E-11,0.066761378428,1.905846074E-9,0.061232685097,1.845881412E-9,,,,,
13.006887478,9.5834605E-11,6.5069823068,9.113936769E-11,2.6070966889,8.619479298E-11,1.3072558338,7.935809801E-11,0.65741118221,7.37958381E-11,0.26596462493,2.176749031E-10,0.12137500741,2.913186133E-11,0.0667644605,1.901443579E-9,0.061235612097,1.861099148E-9,,,,,
13.006891596,9.576915095E-11,6.5069856331,9.108368361E-11,2.6071001394,8.579370879E-11,1.3072588946,7.933250861E-11,0.65741609412,7.37031088E-11,0.26596751059,2.199166733E-10,0.12139878504,2.888295603E-11,0.066767543504,1.897049821E-9,0.061238529508,1.872819401E-9,,,,,
13.006895029,9.535534395E-11,6.5069897964,9.064802941E-11,2.6071030404,8.576803913E-11,1.307263497,7.895151754E-11,0.6574203806,7.367058581E-11,0.2659703985,2.221821396E-10,0.12142261038,2.863647899E-11,0.066770627441,1.892664786E-9,0.061241481404,1.888350768E-9,,,,,
13.006898341,9.529365217E-11,6.5069936929,9.06822361E-11,2.6071077216,8.53684646E-11,1.3072681805,7.897088973E-11,0.65742339468,7.326479133E-11,0.26597328809,2.244696763E-10,0.12144648376,2.839240337E-11,0.066773712311,1.888288463E-9,0.061244372138,1.900079484E-9,,,,,
13.006902464,9.523024381E-11,6.5069990995,9.023503892E-11,2.6071126659,8.536755543E-11,1.3072737003,7.890491177E-11,0.65742635467,7.325286998E-11,0.26597617987,2.267801452E-10,0.12147040551,2.815070265E-11,0.066776798116,1.883920838E-9,0.061247307245,1.915676553E-9,,,,,
13.006905901,9.481691802E-11,6.5070043979,9.021525701E-11,2.6071180857,8.518155198E-11,1.3072772725,7.851389576E-11,0.65743128151,7.316111058E-11,0.26597907413,2.291139358E-10,0.121494376,2.791135048E-11,0.066779884857,1.879561899E-9,0.061250209057,1.927586376E-9,,,,,
13.006909215,9.47560009E-11,6.507009778,9.001130366E-11,2.6071215893,8.517284998E-11,1.3072802553,7.84933728E-11,0.6574355815,7.313054256E-11,0.26598197074,2.314711778E-10,0.12151839559,2.767432084E-11,0.066782972534,1.875211631E-9,0.061253158225,1.943420883E-9,,,,,
13.006913343,9.469462364E-11,6.5070131163,8.999289388E-11,2.6071245799,8.474944194E-11,1.3072849756,7.811808229E-11,0.65743859964,7.272505256E-11,0.26598486948,2.338519108E-10,0.12154246469,2.74395874E-11,0.066786061147,1.870870024E-9,0.061256064068,1.955473832E-9,,,,,
13.006916784,9.428177788E-11,6.5070159943,8.956427207E-11,2.6071277819,8.471041305E-11,1.3072898974,7.813057137E-11,0.65744155832,7.271385997E-11,0.26598777029,2.362562944E-10,0.1215665838,2.72071236E-11,0.066789150699,1.866537063E-9,0.06125901204,1.971467162E-9,,,,,
13.006920099,9.422162856E-11,6.5070191726,8.951936998E-11,2.6071322329,8.43053917E-11,1.3072954128,7.806938356E-11,0.65744650021,7.262306608E-11,0.26599067323,2.38684589E-10,0.12159075334,2.697690399E-11,0.06679224119,1.862212737E-9,0.061261918704,1.983654482E-9,,,,,
13.006924233,9.416226793E-11,6.5070235879,8.909758426E-11,2.6071366029,8.432728489E-11,1.3072988807,7.767379901E-11,0.65745081389,7.259444102E-11,0.26599357832,2.411370514E-10,0.12161497367,2.674890392E-11,0.06679533262,1.857897032E-9,0.06126487013,1.999830309E-9,,,,,
13.006927677,9.374990103E-11,6.5070279286,8.911304209E-11,2.6071420898,8.423464788E-11,1.3073017767,7.765874786E-11,0.65745383611,7.21892468E-11,0.26599648557,2.436138907E-10,0.12163924515,2.652309926E-11,0.06679842499,1.853589935E-9,0.061267781343,2.012168026E-9,,,,,
13.006930995,9.369051269E-11,6.5070333666,8.899786177E-11,2.6071457747,8.384501326E-11,1.3073066439,7.755873541E-11,0.65745679337,7.21787812E-11,0.26599939493,2.461152984E-10,0.12166356812,2.629946613E-11,0.066801518302,1.849291434E-9,0.061270735806,2.028527075E-9,,,,,
13.006935133,9.363315434E-11,6.5070370133,8.860338711E-11,2.6071488575,8.381214414E-11,1.3073109061,7.750979726E-11,0.65746175037,7.20889471E-11,0.266,2.460273344E-10,0.12168794296,2.607798093E-11,0.066804612556,1.845001517E-9,0.061273649311,2.041006262E-9,,,,,
13.006938581,9.322126516E-11,6.5070400744,8.856493719E-11,2.6071533393,8.341366721E-11,1.3073139036,7.710062309E-11,0.65746607782,7.206225489E-11,0.26600001,2.889580331E-10,0.12171237001,2.585862033E-11,0.066807707752,1.840720169E-9,0.061276606038,2.05754478E-9,,,,,
13.0069419,9.316263107E-11,6.5070444985,8.81498723E-11,2.6071578373,8.34328773E-11,1.3073168464,7.708480167E-11,0.6574691041,7.165735205E-11,0.26600003,2.876469973E-10,0.12173684965,2.564136129E-11,0.066810803893,1.83644738E-9,0.061279522666,2.07017038E-9,,,,,
13.006946043,9.310726077E-11,6.5070489361,8.816387784E-11,2.6071633098,8.334597067E-11,1.3073216877,7.698586957E-11,0.65747205991,7.164760812E-11,0.26600007,2.846884979E-10,0.12176138226,2.542618105E-11,0.066813900977,1.832183136E-9,0.061282482277,2.086893223E-9,,,,,
13.006949496,9.269584819E-11,6.507054358,8.805481363E-11,2.6071669175,8.295360636E-11,1.3073259195,7.694050237E-11,0.6574770321,7.155872669E-11,0.26600015,2.794720553E-10,0.12178596819,2.52130571E-11,0.066816999008,1.827927424E-9,0.061285401836,2.099665176E-9,,,,,
13.006952817,9.263796168E-11,6.5070579413,8.765829091E-11,2.6071699391,8.292520976E-11,1.3073289171,7.653287599E-11,0.65748137337,7.153395611E-11,0.26600031,2.703646123E-10,0.12181060785,2.500196719E-11,0.066820097984,1.823680232E-9,0.061288363994,2.116571703E-9,,,,,
13.006956965,9.258456532E-11,6.5070609529,8.762396252E-11,2.6071745101,8.253217346E-11,1.3073318797,7.651671214E-11,0.65748440373,7.112934244E-11,0.26600063,2.520347373E-10,0.1218353016,2.479288936E-11,0.066823197907,1.819441547E-9,0.061291286419,2.129490807E-9,,,,,
13.006960421,9.217362823E-11,6.507065448,8.721407499E-11,2.607179184,8.254618E-11,1.3073367216,7.64190516E-11,0.65748735805,7.112031345E-11,0.26600127,1.736341453E-10,0.12186004983,2.458580192E-11,0.066826298778,1.815211357E-9,0.061294251225,2.146582756E-9,,,,,
13.006963744,9.21164827E-11,6.5070700251,8.72240567E-11,2.6071846561,8.2463839E-11,1.3073409457,7.637656106E-11,0.65749234553,7.103237671E-11,0.26600255,1.90829111E-10,0.12188485294,2.438068341E-11,0.066829400597,1.810989649E-9,0.061297176583,2.159650291E-9,,,,,
13.006967897,9.206504628E-11,6.5070754474,8.711967872E-11,2.6071881846,8.206856954E-11,1.3073439409,7.596934977E-11,0.65749670071,7.100951548E-11,0.26600483557,1.913736519E-10,0.12190971131,2.417751265E-11,0.066832503366,1.80677641E-9,0.061300144019,2.176928826E-9,,,,,
13.006971357,9.165458359E-11,6.5070789682,8.672116447E-11,2.6071911403,8.204481295E-11,1.3073469067,7.595373114E-11,0.65749973513,7.060518994E-11,0.26600764812,1.917068399E-10,0.12193462534,2.397626869E-11,0.066835607085,1.802571628E-9,0.061303072258,2.190145555E-9,,,,,
13.006974681,9.159817252E-11,6.5070819279,8.669099641E-11,2.6071958193,8.16571979E-11,1.307351761,7.585709614E-11,0.65750268796,7.059686852E-11,0.26601061888,1.921834567E-10,0.12195959543,2.377693087E-11,0.066838711754,1.798375291E-9,0.061306042308,2.207611789E-9,,,,,
13.00697884,9.154868217E-11,6.5070865084,8.628625757E-11,2.6072007073,8.166486113E-11,1.3073559949,7.58167338E-11,0.65750769084,7.050986807E-11,0.26601377625,1.92043515E-10,0.12198462199,2.357947874E-11,0.066841817376,1.794187385E-9,0.06130897344,2.220978783E-9,,,,,
13.006982304,9.113869278E-11,6.5070912517,8.629131474E-11,2.607206177,8.158716937E-11,1.3073589933,7.540988658E-11,0.65751205999,7.048890321E-11,0.26601693938,1.915997256E-10,0.12200970543,2.33838921E-11,0.06684492395,1.790007899E-9,0.061311946117,2.238634015E-9,,,,,
13.00698563,9.108300972E-11,6.5070966739,8.619157323E-11,2.6072096149,8.118810808E-11,1.3073619589,7.539497431E-11,0.6575150985,7.008486549E-11,0.26602003699,1.917874251E-10,0.12203484615,2.319015099E-11,0.066848031477,1.785836819E-9,0.061314880134,2.252152242E-9,,,,,
13.006989793,9.064735801E-11,6.5071001244,8.579050031E-11,2.607212495,8.11694965E-11,1.3073668275,7.529934029E-11,0.65751804982,7.007724396E-11,0.26602301117,1.914983646E-10,0.12206004457,2.299823569E-11,0.066851139958,1.781674133E-9,0.06131785543,2.269997659E-9,,,,,
13.00699369,9.068156623E-11,6.5071030255,8.576483171E-11,2.6072173041,8.078733167E-11,1.3073710742,7.526099518E-11,0.65752306821,6.999117114E-11,0.26602586077,1.91235812E-10,0.12208530112,2.28081267E-11,0.066854249394,1.77751983E-9,0.061320792328,2.283668109E-9,,,,,
13.006999096,9.023437224E-11,6.5071077065,8.536526856E-11,2.607222459,8.078721715E-11,1.3073740766,7.485446939E-11,0.65752745143,6.997208931E-11,0.2660286291,1.906956512E-10,0.12211061622,2.261980478E-11,0.066857359785,1.773373895E-9,0.061323770246,2.301704958E-9,,,,,
13.007004395,9.021459223E-11,6.5071126506,8.536437368E-11,2.6072279226,8.061412131E-11,1.3073770411,7.484030439E-11,0.65753049404,6.956833956E-11,0.26603174849,1.904306515E-10,0.12213599029,2.24332509E-11,0.066860471134,1.769236318E-9,0.061326710024,2.315528639E-9,,,,,
13.007009775,9.001064137E-11,6.5071180703,8.517838295E-11,2.6072313821,8.062688184E-11,1.3073819244,7.474566781E-11,0.65753344385,6.956141002E-11,0.26603798729,1.899077772E-10,0.12216142376,2.224844625E-11,0.066863583439,1.765107085E-9,0.061329690565,2.333758158E-9,,,,,
13.007013113,8.999223405E-11,6.507121574,8.516968785E-11,2.6072343288,8.020389612E-11,1.3073861844,7.470931639E-11,0.65753847786,6.947625613E-11,0.26604582269,1.890956252E-10,0.12218691709,2.206537224E-11,0.066866696702,1.760986184E-9,0.061332633219,2.347736071E-9,,,,,
13.007015991,8.956361378E-11,6.5071245646,8.474628975E-11,2.6072375165,8.017229579E-11,1.3073891908,7.430309406E-11,0.65754287523,6.945904375E-11,0.26605247584,1.885136799E-10,0.12221247069,2.188401051E-11,0.066869810924,1.756873602E-9,0.061335616385,2.366159505E-9,,,,,
13.00701917,8.951871248E-11,6.5071277666,8.470726379E-11,2.6072420604,7.978503316E-11,1.307392154,7.428968349E-11,0.65754592196,6.905558242E-11,0.26605717374,1.880346179E-10,0.12223808503,2.170434292E-11,0.066872926105,1.752769328E-9,0.061338561913,2.380292659E-9,,,,,
13.007023585,8.909692913E-11,6.5071322175,8.430225346E-11,2.6072465705,7.980833699E-11,1.307397052,7.419604116E-11,0.65754887026,6.904933694E-11,0.26606024877,1.877889199E-10,0.12226376055,2.152635152E-11,0.066876042246,1.748673349E-9,0.061341547706,2.398911261E-9,,,,,
13.007027926,8.911238875E-11,6.5071365874,8.432415673E-11,2.607252108,7.973654449E-11,1.3074013254,7.416167426E-11,0.65755392001,6.896509328E-11,0.26606300633,1.873064264E-10,0.1222894977,2.135001859E-11,0.066879159349,1.744585652E-9,0.061344496107,2.413200668E-9,,,,,
13.007033363,8.899721185E-11,6.5071420742,8.423153574E-11,2.6072557775,7.934954307E-11,1.3074043358,7.375574645E-11,0.65755833161,6.894973672E-11,0.26606592416,1.871982045E-10,0.12231529695,2.11753266E-11,0.066882277413,1.740506226E-9,0.061347484528,2.432015696E-9,,,,,
13.00703701,8.860273895E-11,6.5071457591,8.384191111E-11,2.6072588383,7.93239585E-11,1.3074072976,7.374308801E-11,0.65756138248,6.854656447E-11,0.26606947644,1.866443844E-10,0.12234115876,2.100225824E-11,0.06688539644,1.736435057E-9,0.0613504358,2.446462372E-9,,,,,
13.007040071,8.856428974E-11,6.507148842,8.380904439E-11,2.6072634405,7.894299759E-11,1.3074122103,7.365043431E-11,0.65756432927,6.854099502E-11,0.26607285276,1.860577237E-10,0.12236708359,2.083079639E-11,0.06688851643,1.732372133E-9,0.061353426852,2.465475089E-9,,,,,
13.007044495,8.814922722E-11,6.5071533236,8.341057838E-11,2.6072681236,7.89623984E-11,1.3074164973,7.361804249E-11,0.65756939488,6.845765296E-11,0.26607683672,1.859422552E-10,0.12239307193,2.066092416E-11,0.066891637384,1.728317443E-9,0.061356380995,2.480080053E-9,,,,,
13.007048933,8.816323469E-11,6.5071578215,8.342979947E-11,2.6072736433,7.889645979E-11,1.3074195117,7.321240457E-11,0.6575738208,6.844413854E-11,0.26608127222,1.851560093E-10,0.12241912424,2.049262482E-11,0.066894759303,1.724270974E-9,0.06135937468,2.499291729E-9,,,,,
13.007054355,8.80541738E-11,6.507163294,8.334290831E-11,2.6072772155,7.850547409E-11,1.3074224721,7.320049268E-11,0.65757687582,6.804125623E-11,0.26608446116,1.850728991E-10,0.12244524101,2.032588184E-11,0.066897882187,1.720232713E-9,0.061362331692,2.514056005E-9,,,,,
13.007057938,8.765765293E-11,6.5071669016,8.295055464E-11,2.6072801984,7.848495334E-11,1.3074273996,7.310882029E-11,0.65757982111,6.80363548E-11,0.26608878834,1.845876712E-10,0.12247142274,2.01606789E-11,0.066901006038,1.716202648E-9,0.061365328013,2.533467916E-9,,,,,
13.00706095,8.762332511E-11,6.5071699233,8.292215958E-11,2.6072849183,7.810969212E-11,1.3074317001,7.307839233E-11,0.6575849027,6.795390577E-11,0.26609225587,1.840964704E-10,0.1224976699,1.999699985E-11,0.066904130856,1.712180767E-9,0.061368287892,2.548392532E-9,,,,,
13.007065445,8.721343987E-11,6.5071744941,8.252913382E-11,2.6072898396,7.812221426E-11,1.3074347185,7.267304186E-11,0.65758934303,6.794221987E-11,0.26609533766,1.839465769E-10,0.12252398301,1.983482874E-11,0.066907256641,1.708167058E-9,0.061371286852,2.56800596E-9,,,,,
13.007070022,8.722342371E-11,6.5071791679,8.254315273E-11,2.6072953549,7.806106442E-11,1.3074376774,7.266186966E-11,0.65759240222,6.753962847E-11,0.26609909854,1.833871519E-10,0.12255036256,1.967414979E-11,0.066910383395,1.704161508E-9,0.061374249599,2.583091946E-9,,,,,
13.007075444,8.711904898E-11,6.5071846399,8.246082677E-11,2.6072988229,7.766551344E-11,1.3074426198,7.257117025E-11,0.657595346,6.753538704E-11,0.26610269073,1.827889807E-10,0.12257680907,1.951494744E-11,0.066913511119,1.700164106E-9,0.0613772512,2.602908178E-9,,,,,
13.007078965,8.672053666E-11,6.5071881684,8.20655688E-11,2.607301719,7.765046134E-11,1.3074469339,7.254269367E-11,0.65760044369,6.745382262E-11,0.26610697572,1.826318011E-10,0.12260332304,1.935720626E-11,0.066916639812,1.696174839E-9,0.061380216812,2.618156571E-9,,,,,
13.007081925,8.669036903E-11,6.5071911241,8.204181275E-11,2.6073065858,7.755047965E-11,1.3074499563,7.213762941E-11,0.65760489851,6.74439516E-11,0.26611163485,1.821452883E-10,0.122629905,1.920091102E-11,0.066919769477,1.692193694E-9,0.061383221058,2.638176904E-9,,,,,
13.007086505,8.628563243E-11,6.507195803,8.165420794E-11,2.6073108476,7.750158586E-11,1.3074529137,7.212718939E-11,0.6576079619,6.704165225E-11,0.26611467566,1.817573788E-10,0.12265655548,1.904604667E-11,0.066922900113,1.68822066E-9,0.061386189536,2.653588742E-9,,,,,
13.007091248,8.629069195E-11,6.5072006908,8.166188532E-11,2.6073138449,7.709243449E-11,1.3074578712,7.203745418E-11,0.65761090418,6.703806279E-11,0.26611744313,1.814468746E-10,0.122683275,1.889259834E-11,0.066926031721,1.684255725E-9,0.061389196429,2.673814478E-9,,,,,
13.007096671,8.619095362E-11,6.5072061605,8.158420808E-11,2.6073167878,7.707661715E-11,1.307462199,7.201091579E-11,0.65761601807,6.695737466E-11,0.26612002284,1.808745508E-10,0.1227100641,1.87405513E-11,0.066929164302,1.680298876E-9,0.061392167772,2.689390805E-9,,,,,
13.007100121,8.578988276E-11,6.5072095984,8.118515953E-11,2.6073216288,7.697771094E-11,1.3074652255,7.160613718E-11,0.65762048748,6.6949305E-11,0.26612290574,1.808293449E-10,0.12273692333,1.858989102E-11,0.066932297856,1.676350101E-9,0.061395177316,2.709823255E-9,,,,,
13.007103022,8.576421442E-11,6.5072124785,8.116654726E-11,2.6073258604,7.693237823E-11,1.3074681813,7.159642153E-11,0.65762355508,6.65472989E-11,0.26612780363,1.800593076E-10,0.12276385323,1.844060312E-11,0.066935432386,1.672409388E-9,0.061398151522,2.725565121E-9,,,,,
13.007107703,8.536465345E-11,6.5072172874,8.07843924E-11,2.6073288579,7.652477461E-11,1.3074731539,7.150764145E-11,0.65762649586,6.654435344E-11,0.26613307815,1.797275368E-10,0.12279085435,1.82926734E-11,0.06693856789,1.668476724E-9,0.06140116372,2.746205601E-9,,,,,
13.007112647,8.536376124E-11,6.507222442,8.078429448E-11,2.6073318205,7.650861642E-11,1.3074774955,7.148302766E-11,0.65763162609,6.646453341E-11,0.26613862831,1.791442321E-10,0.12281792727,1.81460878E-11,0.066941704371,1.664552099E-9,0.06140414079,2.762114059E-9,,,,,
13.007118067,8.517777293E-11,6.5072279055,8.061121084E-11,2.6073366622,7.641098036E-11,1.307480526,7.107853463E-11,0.65763611015,6.645825166E-11,0.26614213211,1.788295479E-10,0.12284507254,1.800083243E-11,0.066944841828,1.660635499E-9,0.061407155645,2.782963896E-9,,,,,
13.007121571,8.516907928E-11,6.5072313651,8.062397479E-11,2.6073408861,7.636852129E-11,1.3074834804,7.106953533E-11,0.65763918199,6.605654012E-11,0.26614521174,1.783447452E-10,0.12287229074,1.785689357E-11,0.066947980262,1.656726912E-9,0.061410135577,2.799040005E-9,,,,,
13.007124561,8.4745683E-11,6.5072343119,8.020100003E-11,2.6073438812,7.596133275E-11,1.3074884683,7.098170126E-11,0.65764212128,6.605423067E-11,0.26614842098,1.781450801E-10,0.12289958245,1.771425763E-11,0.066951119675,1.652826327E-9,0.061413153093,2.820100533E-9,,,,,
13.007127763,8.470665763E-11,6.5072374996,8.016940162E-11,2.607346847,7.594572005E-11,1.3074928237,7.09589982E-11,0.65764726795,6.597527071E-11,0.26615204647,1.777684607E-10,0.12292694826,1.757291121E-11,0.066954260066,1.648933731E-9,0.061416135889,2.836345358E-9,,,,,
13.007132214,8.430164941E-11,6.5072420435,7.97821488E-11,2.6073517011,7.584910907E-11,1.3074958583,7.055479099E-11,0.65765176676,6.597076347E-11,0.2661550617,1.772870858E-10,0.12295438875,1.743284104E-11,0.066957401437,1.645049112E-9,0.061419156068,2.857617918E-9,,,,,
13.007136584,8.432355458E-11,6.5072465534,7.98054631E-11,2.6073559349,7.580877719E-11,1.3074988111,7.054649995E-11,0.65765484285,6.556934791E-11,0.26615817767,1.770991147E-10,0.12298190453,1.7294034E-11,0.066960543789,1.641172459E-9,0.061422141726,2.874032528E-9,,,,,
13.007142071,8.423093671E-11,6.5072520908,7.973368503E-11,2.6073589332,7.540195272E-11,1.3075038143,7.045960276E-11,0.65765778066,6.556766654E-11,0.2661618923,1.767187179E-10,0.1230094962,1.715647713E-11,0.066963687121,1.637303758E-9,0.061425164573,2.895518474E-9,,,,,
13.007145756,8.384131392E-11,6.5072557603,7.934669397E-11,2.6073618988,7.538704633E-11,1.3075081838,7.043879653E-11,0.65766294388,6.548955875E-11,0.26616503509,1.762378166E-10,0.12303716437,1.702015759E-11,0.066966831435,1.633442999E-9,0.061428153094,2.912103946E-9,,,,,
13.007148839,8.38084477E-11,6.5072588211,7.932111081E-11,2.6073667673,7.529143608E-11,1.3075112224,7.003487557E-11,0.65766745753,6.548681277E-11,0.2661682249,1.76043488E-10,0.12306490968,1.688506272E-11,0.066969976732,1.629590169E-9,0.061431178612,2.933804639E-9,,,,,
13.00715332,8.340998378E-11,6.5072634232,7.894015971E-11,2.6073710138,7.525312093E-11,1.3075141737,7.002728466E-11,0.6576705379,6.508569466E-11,0.26617189389,1.75670687E-10,0.12309273274,1.675117999E-11,0.066973123011,1.625745255E-9,0.061434169995,2.950562054E-9,,,,,
