,1 Hz,,2 Hz,,5 Hz,,10 Hz,,20Hz,,50 Hz,,100 Hz,,200 Hz,,250 Hz,,500 Hz,frequesncy,EPSC Gain,
6.0054373499,2.133774704E-11,3.0054723449,2.466954323E-11,1.2055120742,2.934555109E-11,0.6055655408,3.688530115E-11,0.30562561511,4.728819303E-11,0.12524628925,1.183833491E-11,0.058317033967,1.139178413E-10,0.034705067951,2.25720796E-10,0.031454386124,2.341416445E-9,0.030425297243,6.212668532E-8,,,
6.0054400202,2.156647041E-11,3.0054750995,2.519046313E-11,1.2055147667,2.984963348E-11,0.60556929611,3.747540063E-11,0.30562919873,4.803942171E-11,0.1252487904,1.178722071E-11,0.05832026201,1.138338856E-10,0.034709049945,2.248821293E-10,0.031457380031,2.336183988E-9,0.030429749268,6.205653992E-8,,,
6.0054428688,2.168692467E-11,3.0054780364,2.529302141E-11,1.2055172767,3.011072285E-11,0.60557273963,3.787100579E-11,0.30563212319,4.879185212E-11,0.12525168845,1.212094668E-11,0.058324211371,1.137079785E-10,0.034712495011,2.246595995E-10,0.031460374839,2.33096135E-9,0.030438653316,6.191844669E-8,,,
6.0054459413,2.213868104E-11,3.005481153,2.563555432E-11,1.2055206197,3.052545456E-11,0.60557571064,3.840097392E-11,0.30563479083,4.923208491E-11,0.12525435091,1.210967746E-11,0.058327511602,1.132744955E-10,0.03471742694,2.23996319E-10,0.031463370547,2.325748518E-9,0.030443926631,6.181959118E-8,,,
6.0054487112,2.24178854E-11,3.0054839664,2.617215217E-11,1.2055244706,3.088472467E-11,0.6055782771,3.875594979E-11,0.30563800982,4.975998484E-11,0.1252569255,1.229038074E-11,0.058330741554,1.131914524E-10,0.034721414348,2.23162969E-10,0.031466367157,2.320545478E-9,0.030446770992,6.176589418E-8,,,
6.0054516835,2.25420437E-11,3.0054869724,2.629162107E-11,1.205527897,3.151240597E-11,0.60558094077,3.91962667E-11,0.30564122005,5.059599976E-11,0.12525918053,1.242123269E-11,0.058334695712,1.130679181E-10,0.034724863561,2.229453267E-10,0.031469364669,2.315352216E-9,0.030451156475,6.169629103E-8,,,
6.0054547514,2.301005517E-11,3.0054900953,2.664901383E-11,1.2055308947,3.192231516E-11,0.6055839255,3.989470527E-11,0.30564415866,5.11448641E-11,0.125261339,1.248594438E-11,0.058337999695,1.126349823E-10,0.034729802993,2.222850158E-10,0.031472363084,2.31016872E-9,0.030459927443,6.152477271E-8,,,
6.0054574397,2.328093735E-11,3.0054928843,2.718933237E-11,1.2055339225,3.215756397E-11,0.6055871647,4.0215571E-11,0.30564689122,5.154667905E-11,0.12526374001,1.285817953E-11,0.058341231567,1.125528444E-10,0.034733795829,2.214569462E-10,0.031475362402,2.304994977E-9,0.030464485636,6.147886707E-8,,,
6.0054603842,2.342020042E-11,3.0054959007,2.732584349E-11,1.2055371111,3.264365743E-11,0.60559049318,4.082965894E-11,0.30564974795,5.235292739E-11,0.12526649025,1.274950919E-11,0.058345190528,1.124316687E-10,0.034737249198,2.212441499E-10,0.031478362623,2.299830973E-9,0.030466641435,6.142592144E-8,,,
6.0054635048,2.39032241E-11,3.0054990568,2.770028585E-11,1.2055398906,3.319457951E-11,0.60559334163,4.147806911E-11,0.3056528305,5.299614241E-11,0.12526966422,1.304719753E-11,0.058348498261,1.11999278E-10,0.034742196149,2.20586791E-10,0.03148136375,2.294676696E-9,0.03046877088,6.139751344E-8,,,
6.0054662611,2.41951369E-11,3.0055018786,2.82563412E-11,1.2055425025,3.350861621E-11,0.60559603548,4.189804296E-11,0.30565580259,5.362895423E-11,0.12527253485,1.334712988E-11,0.05835173205,1.119180388E-10,0.034746194427,2.197639657E-10,0.031484365781,2.289532131E-9,0.030472630046,6.133008082E-8,,,
6.0054692255,2.434273947E-11,3.0055049165,2.840689993E-11,1.2055458822,3.396553967E-11,0.60559951051,4.247766326E-11,0.30565868095,5.425379181E-11,0.12527508827,1.349366255E-11,0.058355695833,1.117992068E-10,0.034749651962,2.195559744E-10,0.031487368719,2.284397267E-9,0.030480052974,6.121623652E-8,,,
6.0054723429,2.466905039E-11,3.0055080842,2.884722877E-11,1.2055497294,3.452655433E-11,0.6056034572,4.318203688E-11,0.30566156672,5.48924676E-11,0.1252779081,1.345628575E-11,0.058359007332,1.113673593E-10,0.034754606448,2.189015499E-10,0.031490372563,2.279272089E-9,0.030485237156,6.111918288E-8,,,
6.0054750974,2.518996355E-11,3.0055107697,2.934547256E-11,1.2055531938,3.483760548E-11,0.60560701392,4.366038511E-11,0.30566450794,5.555042671E-11,0.12528105338,1.375779137E-11,0.058362243046,1.112870119E-10,0.034758610183,2.18083933E-10,0.031493377313,2.274156586E-9,0.030488238949,6.106151784E-8,,,
6.0054780343,2.5292514E-11,3.0055132711,2.959964198E-11,1.2055562929,3.540168415E-11,0.60561002429,4.44429085E-11,0.30566747544,5.62184168E-11,0.12528390301,1.405729125E-11,0.058366211658,1.111705092E-10,0.034762071891,2.178807057E-10,0.031496382972,2.269050743E-9,0.030492567887,6.099164704E-8,,,
6.0054811508,2.563503908E-11,3.0055166071,3.000738435E-11,1.2055592537,3.600407965E-11,0.60561272032,4.486963396E-11,0.30567042926,5.688908701E-11,0.1252864988,1.422676276E-11,0.058369526927,1.107392029E-10,0.034767033929,2.172291983E-10,0.031499389538,2.263954547E-9,0.030501225763,6.081973403E-8,,,
6.0054839643,2.617163006E-11,3.0055204528,3.035828897E-11,1.2055620893,3.639011514E-11,0.60561611129,4.532447202E-11,0.30567336523,5.756382041E-11,0.12528936662,1.436224126E-11,0.058372764566,1.106597408E-10,0.034771043134,2.16416754E-10,0.031502397014,2.258867986E-9,0.030505831748,6.077178395E-8,,,
6.0054869703,2.629109065E-11,3.0055238702,3.097813093E-11,1.2055655014,3.687343908E-11,0.60561969671,4.600818115E-11,0.3056763022,5.824731871E-11,0.12529263737,1.446896502E-11,0.058376738023,1.105455528E-10,0.034774509026,2.162182502E-10,0.031505405399,2.253791047E-9,0.030508044773,6.071745772E-8,,,
6.0054900931,2.664847516E-11,3.0055268542,3.137886642E-11,1.2055692565,3.746333217E-11,0.60562277378,4.680894689E-11,0.30567925203,5.894143256E-11,0.12529567948,1.485469893E-11,0.058380057075,1.101147858E-10,0.034779478632,2.155696425E-10,0.031508414694,2.248723716E-9,0.030510246902,6.068701736E-8,,,
6.0054928821,2.71887864E-11,3.0055298735,3.160770772E-11,1.2055726999,3.785875768E-11,0.60562602744,4.721109269E-11,0.30568221081,5.964467381E-11,0.12529834054,1.50144263E-11,0.058383296645,1.100362022E-10,0.034783493322,2.147623355E-10,0.0315114249,2.243665981E-9,0.030514367077,6.06145401E-8,,,
6.0054958985,2.732528895E-11,3.0055330563,3.208601713E-11,1.2055756707,3.838855059E-11,0.60562941512,4.792431538E-11,0.30568517036,6.035538146E-11,0.12530115339,1.499458033E-11,0.058387274958,1.099243146E-10,0.034786963406,2.145685147E-10,0.031514436016,2.238617828E-9,0.030522105118,6.049378342E-8,,,
6.0054990546,2.769972265E-11,3.0055358276,3.263006537E-11,1.2055782369,3.874336525E-11,0.60563239104,4.867715582E-11,0.30568812865,6.107361688E-11,0.12530429796,1.544600319E-11,0.058390597799,1.094940851E-10,0.034791940596,2.139227895E-10,0.031517448045,2.233579245E-9,0.030527265103,6.03947976E-8,,,
6.0055018764,2.825577024E-11,3.0055384284,3.293587172E-11,1.2055809004,3.918351827E-11,0.60563521886,4.916165485E-11,0.30569108901,6.180040984E-11,0.12530731979,1.557840755E-11,0.0583938393,1.094163735E-10,0.034795960785,2.131205846E-10,0.031520460987,2.228550218E-9,0.030530181884,6.03378605E-8,,,
6.0055049143,2.840632003E-11,3.0055418006,3.338489752E-11,1.2055838849,3.988177211E-11,0.60563848153,4.968528561E-11,0.30569405419,6.2536366E-11,0.12531022275,1.564352924E-11,0.058397822484,1.093067718E-10,0.03479943507,2.129314066E-10,0.031523474841,2.223530735E-9,0.030534503382,6.026706457E-8,,,
6.005508082,2.884664004E-11,3.0055456435,3.39366722E-11,1.2055871239,4.020244524E-11,0.60564162063,5.05047016E-11,0.30569702383,6.32813491E-11,0.12531310016,1.605701419E-11,0.058401149125,1.088770779E-10,0.034804419861,2.12288547E-10,0.031526489609,2.218520783E-9,0.030543146376,6.009303088E-8,,,
6.0055107674,2.934487614E-11,3.0055491026,3.423920008E-11,1.2055904522,4.081633094E-11,0.60564450444,5.104205956E-11,0.30569999633,6.403507114E-11,0.12531596491,1.605645801E-11,0.058404392563,1.088002316E-10,0.034808445564,2.114914092E-10,0.031529505292,2.213520348E-9,0.030547820402,6.004278993E-8,,,
6.0055132688,2.959903737E-11,3.0055521928,3.479502944E-11,1.2055933004,4.146455256E-11,0.60564724292,5.161961383E-11,0.30570297106,6.47975683E-11,0.12531890444,1.648546722E-11,0.05840838063,1.086929017E-10,0.034811924059,2.113068341E-10,0.031532521889,2.208529418E-9,0.030550092719,5.998695364E-8,,,
6.0055166048,3.000676974E-11,3.0055551399,3.538823571E-11,1.205595994,4.188433794E-11,0.60565009123,5.222908904E-11,0.30570594859,6.556912529E-11,0.12532185085,1.649313906E-11,0.058411711077,1.082637415E-10,0.034816916466,2.10666823E-10,0.031535539402,2.20354798E-9,0.030552363654,5.995454456E-8,,,
6.0055204505,3.035766345E-11,3.0055579637,3.576542267E-11,1.2055994689,4.246373824E-11,0.60565308147,5.287073132E-11,0.30570892952,6.634998069E-11,0.12532479609,1.693093217E-11,0.058414956455,1.081877542E-10,0.034820947697,2.098747176E-10,0.031538557831,2.198576021E-9,0.030556746637,5.987685862E-8,,,
6.0055238678,3.097749462E-11,3.0055613713,3.624037565E-11,1.2056034153,4.316785989E-11,0.6056560819,5.351282928E-11,0.30571191388,6.714021646E-11,0.12532769291,1.694016652E-11,0.058418949418,1.080826818E-10,0.034824430412,2.096947057E-10,0.031541577177,2.193613528E-9,0.030564733219,5.975003962E-8,,,
6.0055268518,3.137822036E-11,3.0055651235,3.682054414E-11,1.2056069719,4.364599409E-11,0.60565901496,5.414661644E-11,0.30571490135,6.793986051E-11,0.12533063649,1.737750391E-11,0.058422283682,1.076540535E-10,0.034829430451,2.090575264E-10,0.03154459744,2.188660489E-9,0.030569875621,5.964920997E-8,,,
6.0055298712,3.16070527E-11,3.0055685603,3.720708782E-11,1.205609982,4.442830787E-11,0.60566191123,5.47831606E-11,0.30571789179,6.874899894E-11,0.12533359624,1.73995071E-11,0.058425531004,1.075789186E-10,0.034833467225,2.082704188E-10,0.031547618622,2.183716889E-9,0.030572733629,5.959253009E-8,,,
6.0055330539,3.208535218E-11,3.0055715216,3.772772994E-11,1.2056126778,4.485483066E-11,0.60566482626,5.54331593E-11,0.30572088529,6.956777786E-11,0.12533656997,1.784847844E-11,0.058429528875,1.074760896E-10,0.034836954169,2.080949307E-10,0.031550640722,2.178782717E-9,0.03057704381,5.952087027E-8,,,
6.0055358252,3.262939116E-11,3.005574077,3.807428476E-11,1.2056160686,4.530945167E-11,0.6056677732,5.609659187E-11,0.30572388197,7.039634407E-11,0.12533950624,1.787287864E-11,0.058432866965,1.070479915E-10,0.034841961857,2.074605665E-10,0.031553663741,2.17385796E-9,0.03058566417,5.934488026E-8,,,
6.0055384261,3.293518806E-11,3.0055767308,3.850617902E-11,1.2056196538,4.599290681E-11,0.60567072909,5.67675768E-11,0.30572688186,7.123481361E-11,0.1253424727,1.832270512E-11,0.058436116233,1.069737026E-10,0.034846004187,2.066784225E-10,0.031556687679,2.168942604E-9,0.030590407089,5.929227618E-8,,,
6.0055417982,3.338420269E-11,3.005579709,3.919570295E-11,1.2056227306,4.679344101E-11,0.60567367558,5.744328565E-11,0.30572988491,7.208328785E-11,0.12534544629,1.835822922E-11,0.058440119027,1.06873103E-10,0.034849495369,2.065074189E-10,0.031559712539,2.164036638E-9,0.030592741424,5.923485828E-8,,,
6.0055456411,3.393596447E-11,3.0055829426,3.950715881E-11,1.205625984,4.719534903E-11,0.60567661563,5.812552271E-11,0.30573289108,7.294187872E-11,0.1253484393,1.881796548E-11,0.05844346095,1.064455332E-10,0.034854510722,2.058758533E-10,0.031562738319,2.159140047E-9,0.030595083726,5.920039793E-8,,,
6.0055491002,3.423848123E-11,3.0055862622,4.011079512E-11,1.2056293714,4.790832653E-11,0.60567956039,5.881683507E-11,0.3057359004,7.381071273E-11,0.12535141089,1.885855045E-11,0.058446712169,1.063720838E-10,0.034858558623,2.050986388E-10,0.031565765021,2.15425282E-9,0.03059975316,5.913351503E-8,,,
6.0055521904,3.479430011E-11,3.0055890985,4.074910067E-11,1.2056323472,4.866094158E-11,0.60568251397,5.951768405E-11,0.30573891289,7.468991965E-11,0.12535440381,1.932198464E-11,0.058450719898,1.062736996E-10,0.034862054053,2.049320808E-10,0.031568792645,2.149374944E-9,0.030602941857,5.907554865E-8,,,
6.0055551375,3.538749536E-11,3.0055917804,4.115901679E-11,1.2056351748,4.914520773E-11,0.60568547258,6.022702931E-11,0.30574192856,7.557962436E-11,0.12535739698,1.937201232E-11,0.058454065665,1.058466564E-10,0.034867077087,2.043032973E-10,0.031571821192,2.144506406E-9,0.030604633816,5.900969019E-8,,,
6.0055579613,3.576467145E-11,3.0055952494,4.172837822E-11,1.2056384372,4.966861256E-11,0.60568843218,6.094419319E-11,0.30574494741,7.647994912E-11,0.12536040913,1.984372306E-11,0.058457318838,1.057740404E-10,0.034871130573,2.035309784E-10,0.031574850663,2.139647193E-9,0.030605796717,5.900604194E-8,,,
6.0055613688,3.62396122E-11,3.0055991923,4.242074458E-11,1.2056415762,5.048778328E-11,0.60569139274,6.166949406E-11,0.30574796944,7.739101884E-11,0.1253634114,1.990080709E-11,0.058461331515,1.056778577E-10,0.03487463026,2.033688272E-10,0.031577881057,2.134797292E-9,0.030607006558,5.899439018E-8,,,
6.005565121,3.681976704E-11,3.0056027424,4.288839635E-11,1.2056444598,5.102490183E-11,0.6056943564,6.240356635E-11,0.30575099464,7.831296274E-11,0.12536643006,2.021816098E-11,0.058464681135,1.052513394E-10,0.034879660991,2.027428095E-10,0.031580912376,2.12995669E-9,0.030609284291,5.894019473E-8,,,
6.0055685578,3.720629897E-11,3.0056057431,4.366017541E-11,1.2056471981,5.160224878E-11,0.60569732425,6.314667216E-11,0.30575402304,7.924591239E-11,0.12536941709,2.048577411E-11,0.058467936264,1.051795502E-10,0.034883720077,2.019753526E-10,0.031583944621,2.125125376E-9,0.030611840648,5.890106879E-8,,,
6.0055715191,3.772692981E-11,3.0056084274,4.40758504E-11,1.2056500462,5.22115058E-11,0.60570029573,6.389871188E-11,0.30575705462,8.018999964E-11,0.12537235775,2.0812292E-11,0.058471953903,1.050855552E-10,0.034887224031,2.018175698E-10,0.031586977791,2.120303336E-9,0.030616953361,5.882700221E-8,,,
6.0055740744,3.807347419E-11,3.0056118105,4.452026669E-11,1.2056530363,5.285291356E-11,0.60570326999,6.465960241E-11,0.30576008941,8.114535688E-11,0.12537512409,2.106300172E-11,0.058475307385,1.046595601E-10,0.034892262475,2.011943016E-10,0.031590011888,2.115490557E-9,0.030620247933,5.876619501E-8,,,
6.0055767282,3.850535778E-11,3.0056153873,4.519101078E-11,1.2056560366,5.349477089E-11,0.6057062469,6.542946545E-11,0.3057631274,8.211211813E-11,0.12537753435,2.143661602E-11,0.058478564475,1.045885916E-10,0.034896327175,2.004316734E-10,0.031593046912,2.110687027E-9,0.030621934945,5.869978158E-8,,,
6.0055797064,3.91948695E-11,3.0056184523,4.59801805E-11,1.2056589695,5.412832029E-11,0.60570922687,6.620851981E-11,0.30576616858,8.309041956E-11,0.12538001138,2.163748549E-11,0.058482587089,1.044967705E-10,0.034899835405,2.002923941E-10,0.031596082863,2.105892733E-9,0.030623088919,5.869617733E-8,,,
6.0055829401,3.950631265E-11,3.0056216904,4.636977071E-11,1.2056618656,5.476462805E-11,0.60571221016,6.699692482E-11,0.30576921298,8.40803992E-11,0.12538342506,2.179684236E-11,0.058485944441,1.040712969E-10,0.034904198545,1.994785926E-10,0.031599119743,2.101107663E-9,0.030624298535,5.868443504E-8,,,
6.0055862596,4.010993583E-11,3.0056250697,4.70704402E-11,1.2056647804,5.541438652E-11,0.6057151967,6.779475826E-11,0.3057722606,8.508219641E-11,0.12538708089,2.219852261E-11,0.058489203496,1.040011429E-10,0.034907987623,1.992822485E-10,0.031602157552,2.096331803E-9,0.030626597746,5.862980505E-8,,,
6.0055890959,4.07482293E-11,3.0056280396,4.781250529E-11,1.2056677272,5.607757292E-11,0.60571818633,6.860208948E-11,0.30577531142,8.609595196E-11,0.12539012119,2.261337265E-11,0.058493231098,1.03911482E-10,0.034913028944,1.986644253E-10,0.03160519629,2.091565142E-9,0.030629196527,5.858958224E-8,,,
6.0055917778,4.115813325E-11,3.0056308582,4.832644192E-11,1.2056706829,5.674830756E-11,0.605721179,6.941902892E-11,0.30577836548,8.712180821E-11,0.1253928011,2.288438823E-11,0.05849659233,1.034865282E-10,0.034916610982,1.98259916E-10,0.031608235958,2.086807666E-9,0.030634394087,5.85136639E-8,,,
6.0055952468,4.172748005E-11,3.0056343807,4.899381914E-11,1.2056736292,5.742376388E-11,0.60572417479,7.024571375E-11,0.30578142275,8.815990925E-11,0.12539576143,2.302050337E-11,0.058499853353,1.034171824E-10,0.034919608895,1.977529124E-10,0.031611276557,2.082059363E-9,0.030637724657,5.845175503E-8,,,
6.0055991896,4.241982969E-11,3.0056383386,4.979828394E-11,1.2056765691,5.810574617E-11,0.60572717376,7.108227402E-11,0.30578448326,8.9210401E-11,0.12539888633,2.350049608E-11,0.058503885956,1.033296682E-10,0.034922631017,1.975769595E-10,0.031614318088,2.07732022E-9,0.030639425162,5.838480065E-8,,,
6.0056027397,4.288746744E-11,3.005641941,5.03688291E-11,1.2056795137,5.879680042E-11,0.60573017591,7.192882313E-11,0.30578754699,9.027343092E-11,0.12540162823,2.378335596E-11,0.058507251078,1.029052325E-10,0.034926527286,1.969941524E-10,0.03161736055,2.072590225E-9,0.030640589795,5.838107029E-8,,,
6.0056057404,4.365923289E-11,3.005645034,5.120487242E-11,1.2056824671,5.949738736E-11,0.60573318121,7.278547117E-11,0.30579061397,9.134914814E-11,0.12540458423,2.392781532E-11,0.058510514072,1.028366889E-10,0.034930218513,1.966135016E-10,0.031620403945,2.067869365E-9,0.030641813389,5.83690172E-8,,,
6.0056084247,4.407489488E-11,3.0056477098,5.153384828E-11,1.2056854256,6.020646694E-11,0.60573618965,7.365233698E-11,0.30579368418,9.243770348E-11,0.12540770251,2.441575722E-11,0.058514551691,1.027513078E-10,0.034933766937,1.961020082E-10,0.031623448273,2.063157628E-9,0.030644114214,5.831388947E-8,,,
6.0056118078,4.451929684E-11,3.0056504151,5.215478233E-11,1.205688385,6.092336187E-11,0.60573920125,7.452954698E-11,0.30579675764,9.353924957E-11,0.12541046765,2.471599492E-11,0.058517920711,1.023273887E-10,0.034937178403,1.955108001E-10,0.031626493534,2.058455E-9,0.030646697298,5.827374341E-8,,,
6.0056153846,4.519002436E-11,3.005653581,5.299022448E-11,1.2056913454,6.164839053E-11,0.60574221603,7.541722829E-11,0.30579983435,9.465394078E-11,0.12541345143,2.48710497E-11,0.05852118568,1.022596411E-10,0.034941744133,1.952233445E-10,0.03162953973,2.05376147E-9,0.030651863465,5.819775024E-8,,,
6.0056184495,4.597917897E-11,3.0056568006,5.366159434E-11,1.2056943089,6.238218706E-11,0.60574523398,7.631550565E-11,0.30580291431,9.578193319E-11,0.12541658541,2.537305199E-11,0.058525228327,1.021763796E-10,0.034947004683,1.946144325E-10,0.031632586861,2.049077025E-9,0.030655210583,5.813526825E-8,,,
6.0056216876,4.636875382E-11,3.0056596862,5.427405505E-11,1.2056972765,6.312501343E-11,0.60574825511,7.722450376E-11,0.30580599753,9.692338466E-11,0.12541935815,2.568485598E-11,0.058528601255,1.017529754E-10,0.034950469052,1.942505779E-10,0.031635634928,2.044401652E-9,0.030656931893,5.806774209E-8,,,
6.0056250669,4.706940736E-11,3.0056624594,5.488759769E-11,1.2057002478,6.387677003E-11,0.60575127942,7.814435009E-11,0.30580908401,9.80784549E-11,0.12542235022,2.585182668E-11,0.058531868202,1.016860178E-10,0.034953449597,1.937475754E-10,0.03163868393,2.039735339E-9,0.030658113924,5.806382503E-8,,,
6.0056280368,4.781145756E-11,3.0056653397,5.553818355E-11,1.2057032219,6.463737379E-11,0.60575430692,7.907517502E-11,0.30581217375,9.92473054E-11,0.12542550476,2.636787805E-11,0.058535915892,1.016048625E-10,0.034956514747,1.935766191E-10,0.03164173387,2.035078073E-9,0.03065935605,5.80513866E-8,,,
6.0056308554,4.832537937E-11,3.0056683402,5.621755166E-11,1.2057061987,6.540694639E-11,0.6057573376,8.001711045E-11,0.30581526676,1.004300995E-10,0.12542830366,2.669567448E-11,0.058539292736,1.011819717E-10,0.034960400707,1.929986234E-10,0.031644784747,2.030429842E-9,0.030661651949,5.799575354E-8,,,
6.0056343778,4.899273885E-11,3.0056713432,5.689776965E-11,1.2057091785,6.618570655E-11,0.60576037148,8.097028911E-11,0.30581836304,1.016270024E-10,0.12543131157,2.687435987E-11,0.058542561666,1.01115798E-10,0.034964068485,1.926397034E-10,0.031647836561,2.025790633E-9,0.030664202317,5.795603842E-8,,,
6.0056383358,4.979718372E-11,3.0056742873,5.757157052E-11,1.2057121616,6.697381355E-11,0.60576340857,8.193484479E-11,0.3058214626,1.028381812E-10,0.12543448016,2.724040347E-11,0.058546614412,1.010367356E-10,0.034967640258,1.921322938E-10,0.031650889314,2.021160434E-9,0.030669303052,5.788050789E-8,,,
6.0056419381,5.0367712E-11,3.0056772029,5.824954655E-11,1.2057151479,6.777134506E-11,0.60576644885,8.291091303E-11,0.30582456543,1.040638048E-10,0.12543729538,2.779375439E-11,0.058549995183,1.006143566E-10,0.034971083521,1.915461424E-10,0.031653943007,2.016539232E-9,0.030672660748,5.781761602E-8,,,
6.0056450311,5.120373816E-11,3.0056801377,5.894127975E-11,1.2057181374,6.857837046E-11,0.60576949234,8.389863131E-11,0.30582767155,1.053040442E-10,0.12544030408,2.793499946E-11,0.058553266098,1.005489608E-10,0.03497564429,1.912763621E-10,0.031656997639,2.011927015E-9,0.030674405144,5.774950309E-8,,,
6.005647707,5.153269977E-11,3.0056831002,5.964630999E-11,1.2057211299,6.939500009E-11,0.60577253904,8.489813872E-11,0.30583078096,1.065590721E-10,0.12544346396,2.831793094E-11,0.058557323913,1.004719781E-10,0.034980923807,1.906746531E-10,0.031660053212,2.00732377E-9,0.030675606652,5.774537823E-8,,,
6.0056504122,5.215361974E-11,3.0056860694,6.035918765E-11,1.2057241255,7.022137111E-11,0.60577558896,8.590957578E-11,0.30583389365,1.078290633E-10,0.12544631267,2.888406222E-11,0.05856070862,1.000501093E-10,0.03498440646,1.903236513E-10,0.031663109725,2.002729486E-9,0.030676868552,5.771212371E-8,,,
6.0056535781,5.298904377E-11,3.0056890304,6.107754172E-11,1.2057271243,7.105761352E-11,0.6057786421,8.693308456E-11,0.30583700964,1.091141946E-10,0.12544938255,2.9045405E-11,0.058563981525,9.998548549E-11,0.034987394051,1.898235221E-10,0.03166616718,1.998144149E-9,0.030679392352,5.768184769E-8,,,
6.0056567976,5.366039486E-11,3.0056919868,6.180318612E-11,1.2057301263,7.190384064E-11,0.60578169846,8.796880877E-11,0.30584012893,1.104146446E-10,0.12545255935,2.944579119E-11,0.058568044423,9.991056925E-11,0.034990459007,1.896652994E-10,0.031669225577,1.993567746E-9,0.030682261489,5.762274335E-8,,,
6.0056596833,5.42728402E-11,3.0056949483,6.253843319E-11,1.2057331314,7.276016252E-11,0.60578475805,8.901689389E-11,0.30584325151,1.117305941E-10,0.12545539519,3.00196465E-11,0.058571433075,9.948920926E-11,0.034994363451,1.890924173E-10,0.031672284917,1.989000267E-9,0.030686662648,5.754705512E-8,,,
6.0056624565,5.488636794E-11,3.0056979179,6.328361309E-11,1.2057361396,7.362669793E-11,0.60578782087,9.007748701E-11,0.30584637741,1.130622258E-10,0.12545847439,3.019826472E-11,0.058574707973,9.942535145E-11,0.034998050358,1.887457477E-10,0.031675345201,1.984441698E-9,0.030695464967,5.73616229E-8,,,
6.0056653368,5.553693778E-11,3.005700892,6.403775169E-11,1.2057391511,7.450357327E-11,0.60579088692,9.115073695E-11,0.30584950661,1.144097246E-10,0.12546168055,3.061725712E-11,0.058578775969,9.935248855E-11,0.035,1.883311368E-10,0.031678406428,1.979892026E-9,0.030700425407,5.730250732E-8,,,
6.0056683372,5.621628869E-11,3.0057038673,6.480028412E-11,1.2057421657,7.539091558E-11,0.60579395621,9.223679421E-11,0.30585263912,1.157732774E-10,0.12546454985,3.120858525E-11,0.058582168575,9.89316358E-11,0.03500001,1.458853549E-10,0.0316814686,1.97535124E-9,0.030702916047,5.724080975E-8,,,
6.0056713402,5.689648934E-11,3.0057068439,6.557155791E-11,1.2057451834,7.628884953E-11,0.60579702875,9.333581097E-11,0.30585577497,1.171530816E-10,0.12546765516,3.140367564E-11,0.05858544547,9.886853819E-11,0.03500003,1.474867596E-10,0.031684531717,1.970819327E-9,0.030705419101,5.720148289E-8,,,
6.0056742842,5.757027317E-11,3.0057098237,6.635216751E-11,1.2057482044,7.719749981E-11,0.60580010453,9.444794122E-11,0.30585891417,1.185493346E-10,0.12547087377,3.188866732E-11,0.058589518576,9.879771558E-11,0.03500007,1.49459583E-10,0.03168759578,1.966296275E-9,0.03071042521,5.712612931E-8,,,
6.0056771999,5.824823217E-11,3.0057128077,6.714234385E-11,1.2057512285,7.811699381E-11,0.60580318357,9.557334066E-11,0.30586205672,1.199622286E-10,0.12547360291,3.242365041E-11,0.058592915146,9.83773686E-11,0.03500015,1.537189884E-10,0.031690660789,1.961782071E-9,0.030713799929,5.706215188E-8,,,
6.0056801346,5.893994796E-11,3.0057157951,6.794199916E-11,1.2057542558,7.904746185E-11,0.60580626586,9.671216678E-11,0.30586520263,1.213919557E-10,0.12547615599,3.271976472E-11,0.058596194042,9.831502533E-11,0.03500031,1.615830698E-10,0.031693726746,1.957276703E-9,0.030715581553,5.69928314E-8,,,
6.0056830971,5.964496035E-11,3.0057187854,6.875108029E-11,1.2057572863,7.998903579E-11,0.6058093514,9.786457891E-11,0.30586835188,1.228387126E-10,0.12547953699,3.317187479E-11,0.058600272273,9.824622999E-11,0.03500063,1.796089193E-10,0.03169679365,1.952780159E-9,0.030716817741,5.69883224E-8,,,
6.0056860663,6.035781992E-11,3.0057217785,6.956972484E-11,1.20576032,8.094184825E-11,0.60581244021,9.903073813E-11,0.30587150449,1.243027013E-10,0.12548342108,3.357482805E-11,0.058603672816,9.782638733E-11,0.03500127,2.622507884E-10,0.031699861502,1.948292426E-9,0.03071811816,5.695305253E-8,,,
6.0056890273,6.107615575E-11,3.0057247746,7.039815036E-11,1.2057633569,8.190603299E-11,0.60581553228,1.002108074E-10,0.30587466046,1.257841255E-10,0.12548689618,3.42442938E-11,0.058606953717,9.776479261E-11,0.03500255,2.448221884E-10,0.031702930303,1.943813492E-9,0.030720651357,5.692277104E-8,,,
6.0056919837,6.180178174E-11,3.0057277741,7.123651358E-11,1.205766397,8.288172552E-11,0.60581862763,1.014049516E-10,0.3058778198,1.272831896E-10,0.12548996105,3.452665061E-11,0.058611037087,9.769801165E-11,0.035004800044,2.461767945E-10,0.031706000053,1.939343345E-9,0.030723473086,5.686353947E-8,,,
6.0056949452,6.253701012E-11,3.0057307768,7.20848986E-11,1.2057694403,8.386906324E-11,0.60582172625,1.026133372E-10,0.30588098251,1.288000999E-10,0.12549285938,3.516301729E-11,0.058614441612,9.727867187E-11,0.035007713856,2.478662017E-10,0.031709070753,1.934881972E-9,0.030727771485,5.678874159E-8,,,
