,1V,,2V,,3V,,4V,,5V,,6V,gatevoltage,DC0.4,DC0.6,DC0.8,time,1V,2V,3V,4V,5V,6V,
0.05142477856,4.472076648E-9,0.047876475445,1.220103772E-7,0.035,1.407452844E-7,0.04000255,1.61920258E-7,0.04700015,1.779814027E-7,0.043565516994,1.788767109E-7,,,,,,,,,,,,
0.051532063629,4.137582839E-9,0.047922313582,1.215479519E-7,0.03500001,1.402430898E-7,0.04000511,1.619319343E-7,0.04700031,1.779246121E-7,0.043579493062,1.788679073E-7,,,,,,,,,,,,
0.051598011639,3.944002172E-9,0.047947991494,1.21286995E-7,0.03500003,1.403101881E-7,0.04001023,1.61952609E-7,0.04700063,1.778097916E-7,0.04359252783,1.788596978E-7,,,,,,,,,,,,
0.05169463394,3.675975711E-9,0.047983394181,1.209249992E-7,0.03500007,1.403723638E-7,0.04002047,1.619927429E-7,0.04700127,1.76359772E-7,0.043605326962,1.788516365E-7,,,,,,,,,,,,
0.051875744853,3.219936883E-9,0.048054199554,1.201935119E-7,0.03500015,1.405112796E-7,0.04004095,1.620710281E-7,0.04700255,1.767372663E-7,0.04361859267,1.78843281E-7,,,,,,,,,,,,
0.052104607254,2.721195222E-9,0.048151219777,1.191755967E-7,0.03500031,1.407832519E-7,0.04008191,1.622244393E-7,0.04700511,1.767334261E-7,0.043632058604,1.788348004E-7,,,,,,,,,,,,
0.052562332056,1.939280893E-9,0.048345260223,1.170896112E-7,0.03500063,1.413150691E-7,0.04016383,1.625246405E-7,0.04701023,1.767282541E-7,0.043645703945,1.788262072E-7,,,,,,,,,,,,
0.053477781659,9.863725379E-10,0.048733341116,1.127483441E-7,0.03500127,1.42612774E-7,0.04032767,1.631057008E-7,0.04702047,1.767181819E-7,0.043659337838,1.788176217E-7,,,,,,,,,,,,
0.055308680867,2.797298162E-10,0.049509502901,1.036857181E-7,0.03500255,1.424230841E-7,0.04053953928,1.638243647E-7,0.04704095,1.766984877E-7,0.043672845736,1.788091155E-7,,,,,,,,,,,,
0.058970479282,4.185317974E-11,0.050144350164,9.629970775E-8,0.03500511,1.424469467E-7,0.040963277841,1.651656085E-7,0.04708191,1.766600407E-7,0.043685993632,1.788008358E-7,,,,,,,,,,,,
0.06,2.840851198E-11,0.051414044689,8.211413196E-8,0.03501023,1.424942203E-7,0.041810754963,1.675291036E-7,0.04716383,1.765857548E-7,0.043698670156,1.787928526E-7,,,,,,,,,,,,
,,0.052005173384,7.533881999E-8,0.03502047,1.425886986E-7,0.042,1.680076751E-7,0.04732767,1.764446184E-7,0.043710863059,1.787851735E-7,,,,,,,,,,,,
,,0.052326737389,7.133810491E-8,0.03504095,1.427733525E-7,0.04200001,1.688132462E-7,0.04765535,1.761798091E-7,0.043723210686,1.787773962E-7,,,,,,,,,,,,
,,0.052969865398,6.20546845E-8,0.03508191,1.431302736E-7,0.04200003,1.687224229E-7,0.048259151469,1.757140937E-7,0.043736651383,1.787689295E-7,,,,,,,,,,,,
,,0.054256121417,3.823827506E-8,0.03516383,1.438134269E-7,0.04200007,1.687192466E-7,0.049299371595,1.749073316E-7,0.043751251309,1.787597318E-7,,,,,,,,,,,,
,,0.055511028569,1.808343385E-8,0.035229410143,1.443377067E-7,0.04200015,1.686793274E-7,0.051272844946,1.732855628E-7,0.043766830838,1.787499157E-7,,,,,,,,,,,,
,,0.056161645295,1.158957913E-8,0.035267901829,1.446372207E-7,0.04200031,1.686037366E-7,0.055219791647,1.696051166E-7,0.043783371652,1.787394928E-7,,,,,,,,,,,,
,,0.056967839403,6.567663122E-9,0.035311097185,1.449665286E-7,0.04200063,1.684509018E-7,0.06,1.640822298E-7,0.043806525903,1.787248991E-7,,,,,,,,,,,,
,,0.05858022762,2.023356263E-9,0.03539511185,1.455875503E-7,0.04200127,1.67231268E-7,,,0.043851106792,1.786967858E-7,,,,,,,,,,,,
,,0.06,7.133265442E-10,0.035467876061,1.461058842E-7,0.04200255,1.675288057E-7,,,0.043934448275,1.786441594E-7,,,,,,,,,,,,
,,,,0.035512371089,1.464144355E-7,0.04200511,1.675241138E-7,,,0.044101131242,1.785385444E-7,,,,,,,,,,,,
,,,,0.03555908689,1.467318359E-7,0.04201023,1.67517055E-7,,,0.044434497174,1.78325417E-7,,,,,,,,,,,,
,,,,0.035644177713,1.472935462E-7,0.04202047,1.675035453E-7,,,0.044865742693,1.780453072E-7,,,,,,,,,,,,
,,,,0.035724265551,1.478039393E-7,0.04204095,1.67477366E-7,,,0.045,1.779570288E-7,,,,,,,,,,,,
,,,,0.035775653116,1.481226058E-7,0.04208191,1.67426059E-7,,,0.04500001,1.767302415E-7,,,,,,,,,,,,
,,,,0.035826462165,1.484312154E-7,0.04216383,1.673249786E-7,,,0.04500003,1.768629197E-7,,,,,,,,,,,,
,,,,0.035912236653,1.489382772E-7,0.04232767,1.67125379E-7,,,0.04500007,1.768556624E-7,,,,,,,,,,,,
,,,,0.036000012557,1.494400326E-7,0.04265535,1.667282963E-7,,,0.04500015,1.76891214E-7,,,,,,,,,,,,
,,,,0.0360591264,1.497687083E-7,0.04331071,1.659223044E-7,,,0.04500031,1.76955559E-7,,,,,,,,,,,,
,,,,0.036114536458,1.500703521E-7,0.04462143,1.642262403E-7,,,0.04500063,1.770843184E-7,,,,,,,,,,,,
,,,,0.036201208517,1.505302487E-7,0.045,1.637117541E-7,,,0.04500127,1.788141363E-7,,,,,,,,,,,,
,,,,0.036296941433,1.510221786E-7,0.04500001,1.629149086E-7,,,0.04500255,1.783620103E-7,,,,,,,,,,,,
,,,,0.036364391013,1.513591981E-7,0.04500003,1.630061875E-7,,,0.04500511,1.783696991E-7,,,,,,,,,,,,
,,,,0.036425041484,1.516558034E-7,0.04500007,1.630144105E-7,,,0.04501023,1.783820951E-7,,,,,,,,,,,,
,,,,0.036513582172,1.520783364E-7,0.04500015,1.630641183E-7,,,0.04502047,1.784065539E-7,,,,,,,,,,,,
,,,,0.036617377246,1.525586463E-7,0.04500031,1.631586177E-7,,,0.04504095,1.78454808E-7,,,,,,,,,,,,
,,,,0.036701904806,1.529384666E-7,0.04500063,1.633469245E-7,,,0.04508191,1.785496204E-7,,,,,,,,,,,,
,,,,0.036772331302,1.532475427E-7,0.04500127,1.645981147E-7,,,0.04516383,1.787340189E-7,,,,,,,,,,,,
,,,,0.036856540153,1.536086916E-7,0.04500255,1.643051876E-7,,,0.04532767,1.790865609E-7,,,,,,,,,,,,
,,,,0.03696510614,1.540614326E-7,0.04500511,1.643153028E-7,,,0.045609236777,1.796547723E-7,,,,,,,,,,,,
,,,,0.037,1.542039957E-7,0.04501023,1.643330022E-7,,,0.04617237033,1.806873812E-7,,,,,,,,,,,,
,,,,0.03700001,1.547771688E-7,0.04502047,1.64367441E-7,,,0.046665889926,1.815007441E-7,,,,,,,,,,,,
,,,,0.03700003,1.547091136E-7,0.04504095,1.644348012E-7,,,0.046893828834,1.818513937E-7,,,,,,,,,,,,
,,,,0.03700007,1.546890579E-7,0.04508191,1.645671081E-7,,,0.047,1.820097172E-7,,,,,,,,,,,,
,,,,0.03700015,1.546251518E-7,0.04516383,1.648265614E-7,,,0.04700001,1.8323965E-7,,,,,,,,,,,,
,,,,0.03700031,1.544999305E-7,0.04532767,1.653303765E-7,,,0.04700003,1.831100645E-7,,,,,,,,,,,,
,,,,0.03700063,1.542457827E-7,0.045576075415,1.660618714E-7,,,0.04700007,1.831205795E-7,,,,,,,,,,,,
,,,,0.03700127,1.531941158E-7,0.046072886244,1.674240064E-7,,,0.04700015,1.830916123E-7,,,,,,,,,,,,
,,,,0.03700255,1.53406303E-7,0.047,1.696645132E-7,,,0.04700031,1.830400221E-7,,,,,,,,,,,,
,,,,0.03700511,1.533980581E-7,0.04700001,1.704727532E-7,,,0.04700063,1.829356594E-7,,,,,,,,,,,,
,,,,0.03701023,1.533838224E-7,0.04700003,1.703822497E-7,,,0.04700127,1.812280878E-7,,,,,,,,,,,,
,,,,0.03702047,1.53356795E-7,0.04700007,1.703807182E-7,,,0.04700255,1.816834262E-7,,,,,,,,,,,,
,,,,0.03704095,1.533052263E-7,0.04700015,1.703440911E-7,,,0.04700511,1.816794661E-7,,,,,,,,,,,,
,,,,0.03708191,1.532049742E-7,0.04700031,1.70275101E-7,,,0.04701023,1.816744257E-7,,,,,,,,,,,,
,,,,0.03716383,1.530059756E-7,0.04700063,1.701356589E-7,,,0.04702047,1.816645599E-7,,,,,,,,,,,,
,,,,0.03732767,1.52603867E-7,0.04700127,1.68929162E-7,,,0.04704095,1.816452639E-7,,,,,,,,,,,,
,,,,0.037506598377,1.521556592E-7,0.04700255,1.692276752E-7,,,0.04708191,1.81607839E-7,,,,,,,,,,,,
,,,,0.037618744041,1.518695228E-7,0.04700511,1.692233097E-7,,,0.04716383,1.81536723E-7,,,,,,,,,,,,
,,,,0.037710039009,1.516334991E-7,0.04701023,1.69216825E-7,,,0.04732767,1.814061105E-7,,,,,,,,,,,,
,,,,0.037851152589,1.512630325E-7,0.04702047,1.692043566E-7,,,0.04765535,1.811758423E-7,,,,,,,,,,,,
,,,,0.038022257384,1.50804244E-7,0.04704095,1.691801158E-7,,,0.048169069982,1.8085935E-7,,,,,,,,,,,,
,,,,0.038138209926,1.504870978E-7,0.04708191,1.691325572E-7,,,0.048834649957,1.804780087E-7,,,,,,,,,,,,
,,,,0.038220110257,1.502599347E-7,0.04716383,1.690389559E-7,,,0.049832525097,1.799033906E-7,,,,,,,,,,,,
,,,,0.038338988449,1.499254063E-7,0.04732767,1.68854599E-7,,,0.051584020166,1.788364194E-7,,,,,,,,,,,,
,,,,0.038512200608,1.494273943E-7,0.04765535,1.684891132E-7,,,0.055087010304,1.764770531E-7,,,,,,,,,,,,
,,,,0.038630638095,1.490793194E-7,0.04831071,1.677500796E-7,,,0.06,1.725908332E-7,,,,,,,,,,,,
,,,,0.038706272151,1.488537029E-7,0.04962143,1.662037286E-7,,,,,,,,,,,,,,,,
,,,,0.038808886566,1.485433104E-7,0.05224287,1.627482172E-7,,,,,,,,,,,,,,,,
,,,,0.038980274653,1.480134304E-7,0.05748575,1.533708399E-7,,,,,,,,,,,,,,,,
,,,,0.039096838937,1.476444916E-7,0.06,1.464498882E-7,,,,,,,,,,,,,,,,
,,,,0.039167311544,1.474179377E-7,,,,,,,,,,,,,,,,,,
,,,,0.039260492923,1.471141972E-7,,,,,,,,,,,,,,,,,,
,,,,0.039427739131,1.465566052E-7,,,,,,,,,,,,,,,,,,
,,,,0.039539889824,1.461733493E-7,,,,,,,,,,,,,,,,,,
,,,,0.039605856991,1.459442605E-7,,,,,,,,,,,,,,,,,,
,,,,0.039693110859,1.456369466E-7,,,,,,,,,,,,,,,,,,
,,,,0.039855208141,1.450524909E-7,,,,,,,,,,,,,,,,,,
,,,,0.039962140713,1.446568412E-7,,,,,,,,,,,,,,,,,,
,,,,0.04,1.445147589E-7,,,,,,,,,,,,,,,,,,
,,,,0.04000001,1.439881023E-7,,,,,,,,,,,,,,,,,,
,,,,0.04000003,1.44054258E-7,,,,,,,,,,,,,,,,,,
,,,,0.04000007,1.4410083E-7,,,,,,,,,,,,,,,,,,
,,,,0.04000015,1.44211865E-7,,,,,,,,,,,,,,,,,,
,,,,0.04000031,1.444290655E-7,,,,,,,,,,,,,,,,,,
,,,,0.04000063,1.448561694E-7,,,,,,,,,,,,,,,,,,
,,,,0.04000127,1.460592639E-7,,,,,,,,,,,,,,,,,,
,,,,0.04000255,1.458622274E-7,,,,,,,,,,,,,,,,,,
,,,,0.04000511,1.458822593E-7,,,,,,,,,,,,,,,,,,
,,,,0.04001023,1.45920962E-7,,,,,,,,,,,,,,,,,,
,,,,0.04002047,1.459973895E-7,,,,,,,,,,,,,,,,,,
,,,,0.04004095,1.461459947E-7,,,,,,,,,,,,,,,,,,
,,,,0.04008191,1.464334592E-7,,,,,,,,,,,,,,,,,,
,,,,0.04016383,1.469868145E-7,,,,,,,,,,,,,,,,,,
,,,,0.04024562462,1.475183242E-7,,,,,,,,,,,,,,,,,,
,,,,0.040298143182,1.47849956E-7,,,,,,,,,,,,,,,,,,
,,,,0.040347217657,1.481534379E-7,,,,,,,,,,,,,,,,,,
,,,,0.040428503177,1.486431775E-7,,,,,,,,,,,,,,,,,,
,,,,0.040516935464,1.491586332E-7,,,,,,,,,,,,,,,,,,
,,,,0.04057771492,1.495029938E-7,,,,,,,,,,,,,,,,,,
,,,,0.040632262525,1.498054904E-7,,,,,,,,,,,,,,,,,,
,,,,0.040714147435,1.502484551E-7,,,,,,,,,,,,,,,,,,
,,,,0.040809608551,1.507488395E-7,,,,,,,,,,,,,,,,,,
,,,,0.040886208429,1.511385566E-7,,,,,,,,,,,,,,,,,,
,,,,0.040949767259,1.514543401E-7,,,,,,,,,,,,,,,,,,
,,,,0.041026784467,1.518281812E-7,,,,,,,,,,,,,,,,,,
,,,,0.041126447549,1.522983072E-7,,,,,,,,,,,,,,,,,,
,,,,0.041217343592,1.527143647E-7,,,,,,,,,,,,,,,,,,
,,,,0.041291545518,1.530454741E-7,,,,,,,,,,,,,,,,,,
,,,,0.041369277519,1.533844852E-7,,,,,,,,,,,,,,,,,,
,,,,0.041469698502,1.538111111E-7,,,,,,,,,,,,,,,,,,
,,,,0.041572748438,1.542362914E-7,,,,,,,,,,,,,,,,,,
,,,,0.041660364267,1.545882587E-7,,,,,,,,,,,,,,,,,,
,,,,0.041743719896,1.549153668E-7,,,,,,,,,,,,,,,,,,
,,,,0.041843959346,1.552991911E-7,,,,,,,,,,,,,,,,,,
,,,,0.041956540842,1.55718465E-7,,,,,,,,,,,,,,,,,,
,,,,0.042,1.558771133E-7,,,,,,,,,,,,,,,,,,
,,,,0.04200001,1.564559525E-7,,,,,,,,,,,,,,,,,,
,,,,0.04200003,1.56387634E-7,,,,,,,,,,,,,,,,,,
,,,,0.04200007,1.563707455E-7,,,,,,,,,,,,,,,,,,
,,,,0.04200015,1.563127524E-7,,,,,,,,,,,,,,,,,,
,,,,0.04200031,1.561995398E-7,,,,,,,,,,,,,,,,,,
,,,,0.04200063,1.559699964E-7,,,,,,,,,,,,,,,,,,
,,,,0.04200127,1.549425639E-7,,,,,,,,,,,,,,,,,,
,,,,0.04200255,1.551566131E-7,,,,,,,,,,,,,,,,,,
,,,,0.04200511,1.551490235E-7,,,,,,,,,,,,,,,,,,
,,,,0.04201023,1.551360876E-7,,,,,,,,,,,,,,,,,,
,,,,0.04202047,1.551115678E-7,,,,,,,,,,,,,,,,,,
,,,,0.04204095,1.550647286E-7,,,,,,,,,,,,,,,,,,
,,,,0.04208191,1.549735302E-7,,,,,,,,,,,,,,,,,,
,,,,0.04216383,1.547924808E-7,,,,,,,,,,,,,,,,,,
,,,,0.04232767,1.544272596E-7,,,,,,,,,,,,,,,,,,
,,,,0.042529840878,1.539678739E-7,,,,,,,,,,,,,,,,,,
,,,,0.042657780235,1.536717182E-7,,,,,,,,,,,,,,,,,,
,,,,0.042743710308,1.534703289E-7,,,,,,,,,,,,,,,,,,
,,,,0.042875782878,1.531567797E-7,,,,,,,,,,,,,,,,,,
,,,,0.043077479292,1.526681505E-7,,,,,,,,,,,,,,,,,,
,,,,0.043210214179,1.523398371E-7,,,,,,,,,,,,,,,,,,
,,,,0.043291442382,1.521361729E-7,,,,,,,,,,,,,,,,,,
,,,,0.04340398135,1.518504418E-7,,,,,,,,,,,,,,,,,,
,,,,0.043601518352,1.513385156E-7,,,,,,,,,,,,,,,,,,
,,,,0.043731562564,1.509939579E-7,,,,,,,,,,,,,,,,,,
,,,,0.043807594572,1.507896221E-7,,,,,,,,,,,,,,,,,,
,,,,0.04391008184,1.505107135E-7,,,,,,,,,,,,,,,,,,
,,,,0.044101573083,1.499784948E-7,,,,,,,,,,,,,,,,,,
,,,,0.044226195604,1.496240244E-7,,,,,,,,,,,,,,,,,,
,,,,0.044297536511,1.494181138E-7,,,,,,,,,,,,,,,,,,
,,,,0.044393891089,1.491364416E-7,,,,,,,,,,,,,,,,,,
,,,,0.044578931488,1.485835885E-7,,,,,,,,,,,,,,,,,,
,,,,0.044697753092,1.482199442E-7,,,,,,,,,,,,,,,,,,
,,,,0.044764903409,1.480113254E-7,,,,,,,,,,,,,,,,,,
,,,,0.044856425384,1.477232596E-7,,,,,,,,,,,,,,,,,,
,,,,0.045,1.472623843E-7,,,,,,,,,,,,,,,,,,
,,,,0.04500001,1.467200466E-7,,,,,,,,,,,,,,,,,,
,,,,0.04500003,1.467864654E-7,,,,,,,,,,,,,,,,,,
,,,,0.04500007,1.468237226E-7,,,,,,,,,,,,,,,,,,
,,,,0.04500015,1.469182087E-7,,,,,,,,,,,,,,,,,,
,,,,0.04500031,1.471027292E-7,,,,,,,,,,,,,,,,,,
,,,,0.04500063,1.474667784E-7,,,,,,,,,,,,,,,,,,
,,,,0.04500127,1.486125924E-7,,,,,,,,,,,,,,,,,,
,,,,0.04500255,1.484108329E-7,,,,,,,,,,,,,,,,,,
,,,,0.04500511,1.484283633E-7,,,,,,,,,,,,,,,,,,
,,,,0.04501023,1.484615953E-7,,,,,,,,,,,,,,,,,,
,,,,0.04502047,1.485266732E-7,,,,,,,,,,,,,,,,,,
,,,,0.04504095,1.486528235E-7,,,,,,,,,,,,,,,,,,
,,,,0.04508191,1.488970922E-7,,,,,,,,,,,,,,,,,,
,,,,0.04516383,1.493691124E-7,,,,,,,,,,,,,,,,,,
,,,,0.045260773335,1.499075664E-7,,,,,,,,,,,,,,,,,,
,,,,0.04532525518,1.502552146E-7,,,,,,,,,,,,,,,,,,
,,,,0.045378421972,1.505359338E-7,,,,,,,,,,,,,,,,,,
,,,,0.045458601805,1.509496121E-7,,,,,,,,,,,,,,,,,,
,,,,0.045560926587,1.514614925E-7,,,,,,,,,,,,,,,,,,
,,,,0.045643301744,1.518611973E-7,,,,,,,,,,,,,,,,,,
,,,,0.045701103369,1.521353894E-7,,,,,,,,,,,,,,,,,,
,,,,0.045772286774,1.524662403E-7,,,,,,,,,,,,,,,,,,
,,,,0.045884219891,1.52971961E-7,,,,,,,,,,,,,,,,,,
,,,,0.045982298145,1.534012471E-7,,,,,,,,,,,,,,,,,,
,,,,0.046046551468,1.536758273E-7,,,,,,,,,,,,,,,,,,
,,,,0.046115989487,1.539668887E-7,,,,,,,,,,,,,,,,,,
,,,,0.046233077648,1.544449242E-7,,,,,,,,,,,,,,,,,,
,,,,0.046344258589,1.548847778E-7,,,,,,,,,,,,,,,,,,
,,,,0.046417615547,1.551678753E-7,,,,,,,,,,,,,,,,,,
,,,,0.046490899509,1.554452854E-7,,,,,,,,,,,,,,,,,,
,,,,0.046611201749,1.558894767E-7,,,,,,,,,,,,,,,,,,
,,,,0.046734929503,1.563325293E-7,,,,,,,,,,,,,,,,,,
,,,,0.046819398348,1.566273855E-7,,,,,,,,,,,,,,,,,,
,,,,0.046899077461,1.569001102E-7,,,,,,,,,,,,,,,,,,
,,,,0.047,1.57238308E-7,,,,,,,,,,,,,,,,,,
,,,,0.04700001,1.578212862E-7,,,,,,,,,,,,,,,,,,
,,,,0.04700003,1.577528078E-7,,,,,,,,,,,,,,,,,,
,,,,0.04700007,1.577382341E-7,,,,,,,,,,,,,,,,,,
,,,,0.04700015,1.57684604E-7,,,,,,,,,,,,,,,,,,
,,,,0.04700031,1.575802364E-7,,,,,,,,,,,,,,,,,,
,,,,0.04700063,1.573687855E-7,,,,,,,,,,,,,,,,,,
,,,,0.04700127,1.563591658E-7,,,,,,,,,,,,,,,,,,
,,,,0.04700255,1.565745951E-7,,,,,,,,,,,,,,,,,,
,,,,0.04700511,1.565675144E-7,,,,,,,,,,,,,,,,,,
,,,,0.04701023,1.565555628E-7,,,,,,,,,,,,,,,,,,
,,,,0.04702047,1.565329129E-7,,,,,,,,,,,,,,,,,,
,,,,0.04704095,1.564895769E-7,,,,,,,,,,,,,,,,,,
,,,,0.04708191,1.564050742E-7,,,,,,,,,,,,,,,,,,
,,,,0.04716383,1.56237291E-7,,,,,,,,,,,,,,,,,,
,,,,0.04732767,1.558992715E-7,,,,,,,,,,,,,,,,,,
,,,,0.047551738154,1.554285211E-7,,,,,,,,,,,,,,,,,,
,,,,0.047692604906,1.55127023E-7,,,,,,,,,,,,,,,,,,
,,,,0.047781203523,1.549350868E-7,,,,,,,,,,,,,,,,,,
,,,,0.047913425415,1.54645211E-7,,,,,,,,,,,,,,,,,,
,,,,0.048134259619,1.541515005E-7,,,,,,,,,,,,,,,,,,
,,,,0.048277083346,1.538255257E-7,,,,,,,,,,,,,,,,,,
,,,,0.048360891359,1.536317051E-7,,,,,,,,,,,,,,,,,,
,,,,0.048476500235,1.533611577E-7,,,,,,,,,,,,,,,,,,
,,,,0.048690546764,1.528501321E-7,,,,,,,,,,,,,,,,,,
,,,,0.048828376395,1.525138145E-7,,,,,,,,,,,,,,,,,,
,,,,0.048906892637,1.523195833E-7,,,,,,,,,,,,,,,,,,
,,,,0.049013873208,1.520517551E-7,,,,,,,,,,,,,,,,,,
,,,,0.049220083601,1.515247569E-7,,,,,,,,,,,,,,,,,,
,,,,0.049351356022,1.511815844E-7,,,,,,,,,,,,,,,,,,
,,,,0.049425051527,1.509862034E-7,,,,,,,,,,,,,,,,,,
,,,,0.049526068736,1.507151066E-7,,,,,,,,,,,,,,,,,,
,,,,0.049724483236,1.501711721E-7,,,,,,,,,,,,,,,,,,
,,,,0.04984934179,1.498207651E-7,,,,,,,,,,,,,,,,,,
,,,,0.049918752824,1.496231462E-7,,,,,,,,,,,,,,,,,,
,,,,0.050014767605,1.493463608E-7,,,,,,,,,,,,,,,,,,
,,,,0.05020564055,1.48783875E-7,,,,,,,,,,,,,,,,,,
,,,,0.050324542648,1.484248785E-7,,,,,,,,,,,,,,,,,,
,,,,0.050390142668,1.48223872E-7,,,,,,,,,,,,,,,,,,
,,,,0.05048165146,1.47939875E-7,,,,,,,,,,,,,,,,,,
,,,,0.050664669045,1.473588025E-7,,,,,,,,,,,,,,,,,,
,,,,0.050778185067,1.469892342E-7,,,,,,,,,,,,,,,,,,
,,,,0.050840618035,1.467828585E-7,,,,,,,,,,,,,,,,,,
,,,,0.050927999708,1.464901831E-7,,,,,,,,,,,,,,,,,,
,,,,0.051102763054,1.458908911E-7,,,,,,,,,,,,,,,,,,
,,,,0.051211289049,1.455089425E-7,,,,,,,,,,,,,,,,,,
,,,,0.051271044181,1.452952946E-7,,,,,,,,,,,,,,,,,,
,,,,0.051354540874,1.44992653E-7,,,,,,,,,,,,,,,,,,
,,,,0.051521534261,1.443724053E-7,,,,,,,,,,,,,,,,,,
,,,,0.051624995737,1.439776292E-7,,,,,,,,,,,,,,,,,,
,,,,0.051681907688,1.437568907E-7,,,,,,,,,,,,,,,,,,
,,,,0.051761507506,1.434437479E-7,,,,,,,,,,,,,,,,,,
,,,,0.051920707144,1.428013792E-7,,,,,,,,,,,,,,,,,,
,,,,0.052019117203,1.423930291E-7,,,,,,,,,,,,,,,,,,
,,,,0.052073199407,1.421647787E-7,,,,,,,,,,,,,,,,,,
,,,,0.052148882922,1.418406318E-7,,,,,,,,,,,,,,,,,,
,,,,0.052300249953,1.411750548E-7,,,,,,,,,,,,,,,,,,
,,,,0.052393578414,1.407526002E-7,,,,,,,,,,,,,,,,,,
,,,,0.052444806873,1.405166073E-7,,,,,,,,,,,,,,,,,,
,,,,0.052516524055,1.401811678E-7,,,,,,,,,,,,,,,,,,
,,,,0.052659958421,1.394917787E-7,,,,,,,,,,,,,,,,,,
,,,,0.052748063878,1.390554426E-7,,,,,,,,,,,,,,,,,,
,,,,0.052796307956,1.388121657E-7,,,,,,,,,,,,,,,,,,
,,,,0.05286381702,1.384663913E-7,,,,,,,,,,,,,,,,,,
,,,,0.052998835146,1.377552909E-7,,,,,,,,,,,,,,,,,,
,,,,0.053081048293,1.37308881E-7,,,,,,,,,,,,,,,,,,
,,,,0.053125721662,1.370618527E-7,,,,,,,,,,,,,,,,,,
,,,,0.053188104014,1.367114759E-7,,,,,,,,,,,,,,,,,,
,,,,0.053312868718,1.359909847E-7,,,,,,,,,,,,,,,,,,
,,,,0.053387627026,1.355460808E-7,,,,,,,,,,,,,,,,,,
,,,,0.053427586365,1.353040531E-7,,,,,,,,,,,,,,,,,,
,,,,0.053483294911,1.349615884E-7,,,,,,,,,,,,,,,,,,
,,,,0.053594712001,1.342584281E-7,,,,,,,,,,,,,,,,,,
,,,,0.053661254765,1.338264432E-7,,,,,,,,,,,,,,,,,,
,,,,0.053696504196,1.335938454E-7,,,,,,,,,,,,,,,,,,
,,,,0.053745471106,1.332663108E-7,,,,,,,,,,,,,,,,,,
,,,,0.053843404924,1.325954334E-7,,,,,,,,,,,,,,,,,,
,,,,0.053902925715,1.321771214E-7,,,,,,,,,,,,,,,,,,
,,,,0.053934702305,1.319504471E-7,,,,,,,,,,,,,,,,,,
,,,,0.053978476452,1.316343168E-7,,,,,,,,,,,,,,,,,,
,,,,0.054066024744,1.309883764E-7,,,,,,,,,,,,,,,,,,
,,,,0.054120209955,1.305793042E-7,,,,,,,,,,,,,,,,,,
,,,,0.05414946196,1.303554755E-7,,,,,,,,,,,,,,,,,,
,,,,0.054189619312,1.30044761E-7,,,,,,,,,,,,,,,,,,
,,,,0.054269934016,1.294112983E-7,,,,,,,,,,,,,,,,,,
,,,,0.054320424667,1.290047966E-7,,,,,,,,,,,,,,,,,,
,,,,0.054347974682,1.287802879E-7,,,,,,,,,,,,,,,,,,
,,,,0.054385777256,1.284691202E-7,,,,,,,,,,,,,,,,,,
,,,,0.054461382404,1.278359948E-7,,,,,,,,,,,,,,,,,,
,,,,0.05450953435,1.274252809E-7,,,,,,,,,,,,,,,,,,
,,,,0.054536054601,1.271965974E-7,,,,,,,,,,,,,,,,,,
,,,,0.054572467327,1.268797564E-7,,,,,,,,,,,,,,,,,,
,,,,0.05464529278,1.262362311E-7,,,,,,,,,,,,,,,,,,
,,,,0.054692149281,1.258153071E-7,,,,,,,,,,,,,,,,,,
,,,,0.054718150172,1.255794363E-7,,,,,,,,,,,,,,,,,,
,,,,0.05475388834,1.2525258E-7,,,,,,,,,,,,,,,,,,
,,,,0.054825364677,1.245897698E-7,,,,,,,,,,,,,,,,,,
,,,,0.054871680714,1.24153898E-7,,,,,,,,,,,,,,,,,,
,,,,0.054897515939,1.239086234E-7,,,,,,,,,,,,,,,,,,
,,,,0.054933072225,1.23568581E-7,,,,,,,,,,,,,,,,,,
,,,,0.055004184797,1.228800337E-7,,,,,,,,,,,,,,,,,,
,,,,0.055050462516,1.224260145E-7,,,,,,,,,,,,,,,,,,
,,,,0.055076350505,1.221700349E-7,,,,,,,,,,,,,,,,,,
,,,,0.055112025689,1.218149687E-7,,,,,,,,,,,,,,,,,,
,,,,0.055183376055,1.210969724E-7,,,,,,,,,,,,,,,,,,
,,,,0.055229929682,1.206229957E-7,,,,,,,,,,,,,,,,,,
,,,,0.055256004607,1.203556655E-7,,,,,,,,,,,,,,,,,,
,,,,0.055291975083,1.199847416E-7,,,,,,,,,,,,,,,,,,
,,,,0.055363916036,1.192356363E-7,,,,,,,,,,,,,,,,,,
,,,,0.055462462512,1.181944264E-7,,,,,,,,,,,,,,,,,,
,,,,0.055659555465,1.160638622E-7,,,,,,,,,,,,,,,,,,
,,,,0.056053741371,1.116439601E-7,,,,,,,,,,,,,,,,,,
,,,,0.056842113183,1.024943968E-7,,,,,,,,,,,,,,,,,,
,,,,0.057493665141,9.502535343E-8,,,,,,,,,,,,,,,,,,
,,,,0.058796769056,8.063882193E-8,,,,,,,,,,,,,,,,,,
,,,,0.05944893572,7.304818622E-8,,,,,,,,,,,,,,,,,,
,,,,0.059800829248,6.845942417E-8,,,,,,,,,,,,,,,,,,
,,,,0.06,6.562516993E-8,,,,,,,,,,,,,,,,,,
