,1V,,2V,,3V,,4V,,5V,,6V,gatevoltage,DC0.4,DC0.6,DC0.8,time,1V,2V,3V,4V,5V,6V,
0.02000127,3.695164778E-9,0.02202047,1.142097468E-7,0.02000007,1.041203747E-7,0.019750915675,1.357041957E-7,0.01701023,1.555107925E-7,0.0159230217,1.532964183E-7,,,,,,,,,,,,
0.02000255,3.655640356E-9,0.02204095,1.139702072E-7,0.02000015,1.045955003E-7,0.019866943388,1.349908338E-7,0.01702047,1.554848036E-7,0.015969922217,1.538056636E-7,,,,,,,,,,,,
0.02000511,3.658757772E-9,0.02208191,1.134990432E-7,0.02000031,1.055400799E-7,0.019937061998,1.345470499E-7,0.01704095,1.554363423E-7,0.015998422416,1.541069827E-7,,,,,,,,,,,,
0.02001023,3.679151778E-9,0.02216383,1.125606307E-7,0.02000063,1.074022693E-7,0.019974685729,1.34304844E-7,0.01708191,1.553434506E-7,0.016030921196,1.544434272E-7,,,,,,,,,,,,
0.02002047,3.741411524E-9,0.022260740902,1.114448238E-7,0.02000127,1.100298935E-7,0.02,1.341402425E-7,0.01716383,1.551605908E-7,0.016091873996,1.550549656E-7,,,,,,,,,,,,
0.02004095,3.891062576E-9,0.022454562705,1.091893921E-7,0.02000255,1.099383451E-7,0.02000001,1.335346355E-7,0.01732767,1.547938826E-7,0.016145472535,1.555730064E-7,,,,,,,,,,,,
0.02008191,4.222634354E-9,0.022842206312,1.046225966E-7,0.02000511,1.100438893E-7,0.02000003,1.336346641E-7,0.01765535,1.540454125E-7,0.016178965218,1.558879189E-7,,,,,,,,,,,,
0.02016383,4.958427364E-9,0.023617493525,9.556689127E-8,0.02001023,1.102434867E-7,0.02000007,1.337649725E-7,0.01831071,1.524669727E-7,0.016214258286,1.562127916E-7,,,,,,,,,,,,
0.020280358824,6.157707445E-9,0.024444875104,8.626513517E-8,0.02002047,1.106232016E-7,0.02000015,1.340363615E-7,0.01962143,1.488778169E-7,0.016277349416,1.567766392E-7,,,,,,,,,,,,
0.020513416471,9.137517716E-9,0.024827681981,8.201299862E-8,0.02004095,1.113522741E-7,0.02000031,1.345640839E-7,0.019810715,1.482999904E-7,0.016337784408,1.57297632E-7,,,,,,,,,,,,
0.020979531765,1.777256813E-8,0.025,8.007629979E-8,0.02008191,1.127565588E-7,0.02000063,1.355733448E-7,0.019931163063,1.47923046E-7,0.016377282157,1.576286303E-7,,,,,,,,,,,,
0.021911762353,4.299904298E-8,0.02500001,7.992083821E-8,0.02016383,1.154288024E-7,0.02000127,1.375618345E-7,0.019995329544,1.477191677E-7,0.016416369344,1.57949165E-7,,,,,,,,,,,,
0.022,4.541580873E-8,0.02500003,8.001223667E-8,0.02032767,1.203020836E-7,0.020002535696,1.37328825E-7,0.02,1.477042431E-7,0.016481386799,1.58467643E-7,,,,,,,,,,,,
0.02200001,4.545717685E-8,0.02500007,8.020935563E-8,0.02065535,1.282385929E-7,0.020005067087,1.37374359E-7,0.02000001,1.467965311E-7,0.016548980722,1.589883378E-7,,,,,,,,,,,,
0.02200003,4.534435412E-8,0.02500015,8.060090725E-8,0.02131071,1.383738095E-7,0.020010129869,1.374668386E-7,0.02000003,1.469072332E-7,0.016595205571,1.593343004E-7,,,,,,,,,,,,
0.02200007,4.511698797E-8,0.02500031,8.137695561E-8,0.021537545145,1.4079794E-7,0.020020255434,1.376535032E-7,0.02000007,1.469668391E-7,0.016638539583,1.596515417E-7,,,,,,,,,,,,
0.02200015,4.465783354E-8,0.02500063,8.289774528E-8,0.021626826635,1.416570877E-7,0.020040506564,1.380193457E-7,0.02000015,1.471194017E-7,0.016705472301,1.601287331E-7,,,,,,,,,,,,
0.02200031,4.372784759E-8,0.02500127,8.493054058E-8,0.021677367626,1.421230045E-7,0.020081008824,1.38719953E-7,0.02000031,1.474156309E-7,0.016780200547,1.606441594E-7,,,,,,,,,,,,
0.02200063,4.184279645E-8,0.02500255,8.488329531E-8,0.021703046503,1.423544262E-7,0.020124118679,1.394288936E-7,0.02000063,1.479944196E-7,0.016833412539,1.610006718E-7,,,,,,,,,,,,
0.02200127,3.948976195E-8,0.02500511,8.496062663E-8,0.021743386307,1.4271107E-7,0.020152372973,1.398760734E-7,0.02000127,1.498715894E-7,0.016881216088,1.613138724E-7,,,,,,,,,,,,
0.02200255,3.951542006E-8,0.02501023,8.51087436E-8,0.021824065913,1.434003711E-7,0.020177825432,1.402681618E-7,0.02000255,1.495347333E-7,0.016950311971,1.61755304E-7,,,,,,,,,,,,
0.02200511,3.948268044E-8,0.02502047,8.539444067E-8,0.021888758275,1.439314613E-7,0.02021883766,1.4088004E-7,0.02000511,1.495668497E-7,0.017,1.620648836E-7,,,,,,,,,,,,
0.02201023,3.940053326E-8,0.02504095,8.595061662E-8,0.021926726815,1.442347572E-7,0.02026610468,1.415570353E-7,0.02001023,1.496279089E-7,0.01700001,1.632541928E-7,,,,,,,,,,,,
0.02202047,3.921466562E-8,0.02508191,8.703701434E-8,0.021969235779,1.445672988E-7,0.020299343173,1.4201635E-7,0.02002047,1.497474537E-7,0.01700003,1.631168807E-7,,,,,,,,,,,,
0.02204095,3.882485107E-8,0.02516383,8.915102393E-8,0.022,1.448035024E-7,0.020328312191,1.424060906E-7,0.02004095,1.499790029E-7,0.01700007,1.631008821E-7,,,,,,,,,,,,
0.02208191,3.803829335E-8,0.02532767,9.321946033E-8,0.02200001,1.453316658E-7,0.0203704154,1.429559688E-7,0.02008191,1.504248239E-7,0.01700015,1.630187108E-7,,,,,,,,,,,,
0.02216383,3.647788182E-8,0.02565535,1.008729016E-7,0.02200003,1.452652507E-7,0.020421704519,1.436009783E-7,0.020147317223,1.511058827E-7,0.01700031,1.62860114E-7,,,,,,,,,,,,
0.02232767,3.342841099E-8,0.02631071,1.141697164E-7,0.02200007,1.452190557E-7,0.020463737718,1.441106174E-7,0.020189873166,1.515324893E-7,0.01700063,1.625372721E-7,,,,,,,,,,,,
0.02265535,2.77024582E-8,0.027,1.247581593E-7,0.02200015,1.451075835E-7,0.020497921021,1.445132557E-7,0.020216338122,1.51791861E-7,0.01700127,1.606139427E-7,,,,,,,,,,,,
0.02331071,1.825487374E-8,0.02700001,1.250178674E-7,0.02200031,1.448851979E-7,0.020538136886,1.449741115E-7,0.020255688121,1.52169557E-7,0.01700255,1.610540795E-7,,,,,,,,,,,,
0.02462143,7.356838703E-9,0.02700003,1.249533584E-7,0.02200063,1.444300087E-7,0.020591374565,1.455640719E-7,0.020326325719,1.528250686E-7,0.01700511,1.610465392E-7,,,,,,,,,,,,
0.025,5.617930182E-9,0.02700007,1.248471908E-7,0.02200127,1.431779769E-7,0.020640983133,1.46094473E-7,0.020374512864,1.532566879E-7,0.01701023,1.610354951E-7,,,,,,,,,,,,
0.02500001,5.545808443E-9,0.02700015,1.246296198E-7,0.02200255,1.433759428E-7,0.020681240241,1.465120083E-7,0.020404166216,1.535163757E-7,0.01702047,1.6101515E-7,,,,,,,,,,,,
0.02500003,5.587210426E-9,0.02700031,1.241897761E-7,0.02200511,1.433639063E-7,0.020722386915,1.469274878E-7,0.020445537531,1.538714689E-7,0.01704095,1.609769811E-7,,,,,,,,,,,,
0.02500007,5.66583137E-9,0.02700063,1.232884048E-7,0.02201023,1.433409309E-7,0.020775553671,1.474483602E-7,0.020521712695,1.545044239E-7,0.01708191,1.609035446E-7,,,,,,,,,,,,
0.02500015,5.824604105E-9,0.02700127,1.218286067E-7,0.02202047,1.432954293E-7,0.020831263434,1.479759423E-7,0.020574853039,1.549308915E-7,0.01716383,1.607598324E-7,,,,,,,,,,,,
0.02500031,6.150465926E-9,0.02700255,1.219255121E-7,0.02204095,1.43207242E-7,0.020878810788,1.484123601E-7,0.02060776988,1.55189175E-7,0.01732767,1.604765062E-7,,,,,,,,,,,,
0.02500063,6.83770271E-9,0.02700511,1.218990129E-7,0.02208191,1.430353508E-7,0.02092320357,1.488089235E-7,0.020652691846,1.555347031E-7,0.017651408182,1.599196966E-7,,,,,,,,,,,,
0.02500127,7.821583354E-9,0.02701023,1.21845784E-7,0.02216383,1.426928526E-7,0.020975927667,1.492669449E-7,0.020735039375,1.561483086E-7,0.018298884547,1.587812364E-7,,,,,,,,,,,,
0.02500255,7.787693449E-9,0.02702047,1.217389987E-7,0.022327211018,1.419939192E-7,0.021036083795,1.497732754E-7,0.020793348367,1.565681943E-7,0.019593837276,1.563139362E-7,,,,,,,,,,,,
0.02500511,7.801798996E-9,0.02704095,1.215267935E-7,0.022417275442,1.415973326E-7,0.021091382259,1.502243076E-7,0.020829808631,1.568249263E-7,0.02,1.554741823E-7,,,,,,,,,,,,
0.02501023,7.84667588E-9,0.02708191,1.21104843E-7,0.022463530521,1.413903538E-7,0.021140920001,1.506172702E-7,0.020878974513,1.571643365E-7,0.02000001,1.543192631E-7,,,,,,,,,,,,
0.02502047,7.961646878E-9,0.027156558031,1.203331466E-7,0.022535348031,1.410644337E-7,0.021194501665,1.510311225E-7,0.020968171076,1.577611993E-7,0.02000003,1.544554246E-7,,,,,,,,,,,,
0.02504095,8.221390273E-9,0.027238881328,1.194717699E-7,0.022678983051,1.403953233E-7,0.021257528143,1.515038187E-7,0.021032015078,1.5817431E-7,0.02000007,1.544902271E-7,,,,,,,,,,,,
0.02508191,8.780471839E-9,0.027403527922,1.177124047E-7,0.022769293688,1.399622547E-7,0.021320236597,1.519598285E-7,0.021072256519,1.584289745E-7,0.02000015,1.546071452E-7,,,,,,,,,,,,
0.02515952807,9.925367165E-9,0.027732821111,1.140627096E-7,0.022819444008,1.397174555E-7,0.021376655674,1.523585764E-7,0.02112604526,1.587627568E-7,0.02000031,1.548320455E-7,,,,,,,,,,,,
0.025258190063,1.152793332E-8,0.028391407487,1.064146788E-7,0.022888420431,1.393755554E-7,0.021433242551,1.527481079E-7,0.021222639551,1.593441167E-7,0.02000063,1.552746217E-7,,,,,,,,,,,,
0.02545551405,1.523652431E-8,0.02878487894,1.017764825E-7,0.023024985673,1.386800735E-7,0.021498394135,1.531843518E-7,0.021300032675,1.597941553E-7,0.02000127,1.572979171E-7,,,,,,,,,,,,
0.025850162023,2.457427259E-8,0.028937696808,9.99862977E-8,0.02310977454,1.382352292E-7,0.02156769608,1.536347662E-7,0.021346714327,1.600592033E-7,0.02000255,1.568731863E-7,,,,,,,,,,,,
0.026639457968,4.662588141E-8,0.029243332543,9.644295239E-8,0.023156557192,1.379853057E-7,0.021632281323,1.540425719E-7,0.021399932218,1.603557383E-7,0.02000511,1.568994395E-7,,,,,,,,,,,,
0.027,5.549718808E-8,0.029854604014,8.952641696E-8,0.023221350171,1.376337253E-7,0.021694107914,1.544227185E-7,0.021500268567,1.608992929E-7,0.02001023,1.569475337E-7,,,,,,,,,,,,
0.02700001,5.554587391E-8,0.03,8.79093556E-8,0.023349787023,1.369173212E-7,0.02176185851,1.54828369E-7,0.021587772768,1.613576809E-7,0.02002047,1.570408817E-7,,,,,,,,,,,,
0.02700003,5.545007743E-8,0.03000001,8.773935715E-8,0.023428308054,1.364659639E-7,0.02183675546,1.552642092E-7,0.021641882109,1.616342299E-7,0.02004095,1.572219346E-7,,,,,,,,,,,,
0.02700007,5.52512053E-8,0.03000003,8.78242812E-8,0.023471056467,1.362157796E-7,0.021910045355,1.55678578E-7,0.021698727663,1.61919329E-7,0.02008191,1.5757296E-7,,,,,,,,,,,,
0.02700015,5.484953554E-8,0.03000007,8.800097431E-8,0.023530295639,1.358637263E-7,0.021979123013,1.560587366E-7,0.021800955829,1.624186553E-7,0.02016383,1.582474403E-7,,,,,,,,,,,,
0.02700031,5.403052633E-8,0.03000015,8.835404473E-8,0.023648350728,1.351428659E-7,0.022,1.561717231E-7,0.021897908132,1.62877154E-7,0.020275360472,1.591185883E-7,,,,,,,,,,,,
0.02700063,5.234572056E-8,0.03000031,8.905813012E-8,0.023718916089,1.346992078E-7,0.02200001,1.569447244E-7,0.021960410577,1.631653695E-7,0.020498421417,1.607243413E-7,,,,,,,,,,,,
0.02700127,5.017976661E-8,0.03000063,9.045480071E-8,0.023756490968,1.344589195E-7,0.02200003,1.568535774E-7,0.022,1.633450557E-7,0.020944543307,1.635041546E-7,,,,,,,,,,,,
0.02700255,5.020510841E-8,0.03000127,9.23764859E-8,0.023808811075,1.34119531E-7,0.02200007,1.568317317E-7,0.02200001,1.643402025E-7,0.021836787087,1.678731832E-7,,,,,,,,,,,,
0.02700511,5.017099452E-8,0.03000255,9.232517568E-8,0.023913451288,1.334234644E-7,0.02200015,1.567556069E-7,0.02200003,1.642258826E-7,0.022,1.685470414E-7,,,,,,,,,,,,
0.02701023,5.008816395E-8,0.03000511,9.239865829E-8,0.023976215235,1.32994533E-7,0.02200031,1.566068431E-7,0.02200007,1.642149013E-7,0.02200001,1.697550088E-7,,,,,,,,,,,,
0.02702047,4.990303957E-8,0.03001023,9.253747212E-8,0.02400949981,1.327634895E-7,0.02200063,1.563042486E-7,0.02200015,1.641510751E-7,0.02200003,1.696206423E-7,,,,,,,,,,,,
0.02704095,4.9514976E-8,0.03002047,9.280209113E-8,0.024055646427,1.324389891E-7,0.02200127,1.549366316E-7,0.02200031,1.640284607E-7,0.02200007,1.696167257E-7,,,,,,,,,,,,
0.02708191,4.872663732E-8,0.03004095,9.331387962E-8,0.024147939659,1.317751267E-7,0.02200255,1.552230433E-7,0.02200063,1.63779641E-7,0.02200015,1.69558442E-7,,,,,,,,,,,,
0.02716383,4.713931814E-8,0.03008191,9.431320563E-8,0.024204466273,1.313585305E-7,0.02200511,1.552147333E-7,0.02200127,1.621976824E-7,0.02200031,1.694480702E-7,,,,,,,,,,,,
0.02732767,4.394447367E-8,0.03016383,9.626717566E-8,0.024234779568,1.31131937E-7,0.02201023,1.55201101E-7,0.02200255,1.62565692E-7,0.02200063,1.692242505E-7,,,,,,,,,,,,
0.027556565997,3.948935336E-8,0.03032767,1.000525085E-7,0.024276450357,1.308167724E-7,0.02202047,1.551756228E-7,0.02200511,1.625592149E-7,0.02200127,1.673993518E-7,,,,,,,,,,,,
0.028014357991,3.09695301E-8,0.03065535,1.071490099E-7,0.024359791934,1.301735317E-7,0.02204095,1.551275676E-7,0.02201023,1.625495111E-7,0.02200255,1.678465556E-7,,,,,,,,,,,,
0.028929941978,1.741982191E-8,0.031296685361,1.188521462E-7,0.024411714372,1.297639819E-7,0.02208191,1.550347777E-7,0.02202047,1.625313748E-7,0.02200511,1.678407907E-7,,,,,,,,,,,,
0.03,8.301183262E-9,0.032,1.282414041E-7,0.024439867684,1.295390652E-7,0.02216383,1.548513864E-7,0.02204095,1.624969138E-7,0.02201023,1.678327164E-7,,,,,,,,,,,,
0.03000001,8.235455962E-9,0.03200001,1.285160117E-7,0.024478501767,1.292271398E-7,0.02232767,1.544824775E-7,0.02208191,1.624301022E-7,0.02202047,1.678174341E-7,,,,,,,,,,,,
0.03000003,8.28967214E-9,0.03200003,1.284567863E-7,0.024555769933,1.285918704E-7,0.022524326331,1.54032177E-7,0.02216383,1.622989289E-7,0.02204095,1.677880896E-7,,,,,,,,,,,,
0.03000007,8.393456532E-9,0.03200007,1.283648002E-7,0.024604630316,1.281822836E-7,0.022649808842,1.537399261E-7,0.02232767,1.620399076E-7,0.02208191,1.677310843E-7,,,,,,,,,,,,
0.03000015,8.60317928E-9,0.03200015,1.281747356E-7,0.024631400388,1.279552881E-7,0.022736550182,1.535355097E-7,0.02265535,1.615237952E-7,0.02216383,1.676202331E-7,,,,,,,,,,,,
0.03000031,9.032919239E-9,0.03200031,1.277903628E-7,0.024668135634,1.276408173E-7,0.022871129286,1.532143028E-7,0.02331071,1.604688459E-7,0.022313500347,1.674244952E-7,,,,,,,,,,,,
0.03000063,9.935365938E-9,0.03200063,1.27000395E-7,0.024741606127,1.270015853E-7,0.023069280508,1.52731946E-7,0.02462143,1.581987545E-7,0.022499696559,1.671888031E-7,,,,,,,,,,,,
0.03000127,1.118274983E-8,0.03200127,1.256555189E-7,0.024788631442,1.26585282E-7,0.023200529873,1.524059582E-7,0.025,1.574941185E-7,0.022872088981,1.667285033E-7,,,,,,,,,,,,
0.03000255,1.115391381E-8,0.03200255,1.25758421E-7,0.02481462408,1.263527961E-7,0.023282446862,1.521997635E-7,0.02500001,1.565214027E-7,0.023564414143,1.658712212E-7,,,,,,,,,,,,
0.03000511,1.117755629E-8,0.03200511,1.25735246E-7,0.024850323513,1.260307478E-7,0.02339642818,1.519092427E-7,0.02500003,1.566353393E-7,0.02488105695,1.641578776E-7,,,,,,,,,,,,
0.03001023,1.124167165E-8,0.03201023,1.256878713E-7,0.024921722378,1.253772276E-7,0.023591517964,1.514018291E-7,0.02500007,1.566587213E-7,0.025,1.639964219E-7,,,,,,,,,,,,
0.03002047,1.139516914E-8,0.03202047,1.2559151E-7,0.024967840816,1.249485094E-7,0.023721014516,1.510576171E-7,0.02500015,1.567458076E-7,0.02500001,1.628002394E-7,,,,,,,,,,,,
0.03004095,1.173212123E-8,0.03204095,1.253987824E-7,0.024993504812,1.247077264E-7,0.023797618747,1.508511023E-7,0.02500031,1.56913106E-7,0.02500003,1.629370539E-7,,,,,,,,,,,,
0.03008191,1.244689545E-8,0.03208191,1.250143031E-7,0.025,1.246465392E-7,0.02390058306,1.505700264E-7,0.02500063,1.572440851E-7,0.02500007,1.629487978E-7,,,,,,,,,,,,
0.030162024913,1.394049262E-8,0.032156349674,1.243105413E-7,0.02500001,1.242582704E-7,0.024090197665,1.500415088E-7,0.02500127,1.588967178E-7,0.02500015,1.63022129E-7,,,,,,,,,,,,
0.030210360805,1.489697979E-8,0.03219920033,1.239004815E-7,0.02500003,1.243550421E-7,0.024214649416,1.496866035E-7,0.02500255,1.585392778E-7,0.02500031,1.631611676E-7,,,,,,,,,,,,
0.03023775289,1.545707341E-8,0.032221955692,1.236810549E-7,0.02500007,1.245133761E-7,0.024286468242,1.494787841E-7,0.02500511,1.585583299E-7,0.02500063,1.634372223E-7,,,,,,,,,,,,
0.030279203857,1.632919331E-8,0.03225726915,1.233382127E-7,0.02500015,1.248331744E-7,0.024382939679,1.491960528E-7,0.02501023,1.585928408E-7,0.02500127,1.653067712E-7,,,,,,,,,,,,
0.030361761365,1.81524533E-8,0.032327896064,1.226441052E-7,0.02500031,1.254610363E-7,0.02456643235,1.486465371E-7,0.02502047,1.586597959E-7,0.02500255,1.648674778E-7,,,,,,,,,,,,
0.030415874589,1.940764837E-8,0.032373103018,1.221940156E-7,0.02500063,1.266737168E-7,0.024685190804,1.482823101E-7,0.02504095,1.58789943E-7,0.02500511,1.648837836E-7,,,,,,,,,,,,
0.030448052284,2.017559426E-8,0.032398159592,1.219426319E-7,0.02500127,1.286141845E-7,0.02475273817,1.480720144E-7,0.02508191,1.590435075E-7,0.02501023,1.649126342E-7,,,,,,,,,,,,
0.030494453681,2.131003267E-8,0.03243326871,1.215881355E-7,0.02500255,1.284662702E-7,0.024844273616,1.47783299E-7,0.02516383,1.595350505E-7,0.02502047,1.6496891E-7,,,,,,,,,,,,
0.030584744203,2.360245576E-8,0.032503486946,1.208714134E-7,0.02500511,1.285187389E-7,0.025,1.47281872E-7,0.025252404094,1.600479896E-7,0.02504095,1.650790492E-7,,,,,,,,,,,,
0.030647858985,2.526457769E-8,0.032549456528,1.203967701E-7,0.02501023,1.286244073E-7,0.02500001,1.465586587E-7,0.025310646393,1.603758777E-7,0.02508191,1.652948273E-7,,,,,,,,,,,,
0.030687112703,2.631997082E-8,0.032575259041,1.201285238E-7,0.02502047,1.288358245E-7,0.02500003,1.466471688E-7,0.02536211512,1.606598085E-7,0.02516383,1.657148251E-7,,,,,,,,,,,,
0.030742638869,2.783758462E-8,0.032610796493,1.197569629E-7,0.02504095,1.29250486E-7,0.02500007,1.466966728E-7,0.025443545514,1.610984274E-7,0.025266793567,1.662247832E-7,,,,,,,,,,,,
0.030849015017,3.080970362E-8,0.032681871398,1.190067109E-7,0.02508191,1.300481354E-7,0.02500015,1.468221415E-7,0.025539159476,1.61597778E-7,0.025360953848,1.666756209E-7,,,,,,,,,,,,
0.030998968065,3.508512482E-8,0.032779211223,1.179644548E-7,0.025107694461,1.30531497E-7,0.02500031,1.470664828E-7,0.025606849963,1.619416332E-7,0.025549274412,1.675373687E-7,,,,,,,,,,,,
0.031298874161,4.357322802E-8,0.032973890873,1.158329752E-7,0.025122629261,1.308055121E-7,0.02500063,1.475460286E-7,0.025664913155,1.622305064E-7,0.025925915539,1.69120652E-7,,,,,,,,,,,,
0.031898686353,5.823074845E-8,0.033363250173,1.11415602E-7,0.025144751996,1.312037864E-7,0.02500127,1.490654564E-7,0.02574766885,1.626329474E-7,0.026679197793,1.718288569E-7,,,,,,,,,,,,
0.032,6.027120139E-8,0.034141968772,1.022784167E-7,0.025188688611,1.31969164E-7,0.02500255,1.487968774E-7,0.025849964563,1.63116062E-7,0.027,1.728305756E-7,,,,,,,,,,,,
0.03200001,6.032490618E-8,0.034795991707,9.469954663E-8,0.025218348379,1.324675774E-7,0.02500511,1.488221746E-7,0.025934270925,1.635029085E-7,0.02700001,1.74045974E-7,,,,,,,,,,,,
0.03200003,6.024053664E-8,0.035,9.23885835E-8,0.025236358867,1.327633966E-7,0.02501023,1.488703176E-7,0.026001882269,1.638061132E-7,0.02700003,1.739147025E-7,,,,,,,,,,,,
0.03200007,6.006222662E-8,0.03500001,9.221236116E-8,0.025262117418,1.331778331E-7,0.02502047,1.489646765E-7,0.02608007081,1.641492661E-7,0.02700007,1.73916623E-7,,,,,,,,,,,,
0.03200015,5.970236545E-8,0.03500003,9.2295989E-8,0.025311511593,1.339453848E-7,0.02504095,1.491476559E-7,0.02618455795,1.645958502E-7,0.02700015,1.738700083E-7,,,,,,,,,,,,
0.03200031,5.896717574E-8,0.03500007,9.246684855E-8,0.025346382429,1.3446689E-7,0.02508191,1.495010683E-7,0.026282524967,1.650027006E-7,0.02700031,1.737830639E-7,,,,,,,,,,,,
0.03200063,5.744708925E-8,0.03500015,9.280881192E-8,0.025368220359,1.347853446E-7,0.02516383,1.501783929E-7,0.026361109701,1.653211392E-7,0.02700063,1.736069728E-7,,,,,,,,,,,,
0.03200127,5.546269729E-8,0.03500031,9.349162428E-8,0.025398601675,1.352183996E-7,0.025217423098,1.506048078E-7,0.026440088817,1.656343625E-7,0.02700127,1.718291413E-7,,,,,,,,,,,,
0.03200255,5.548843389E-8,0.03500063,9.48496811E-8,0.025455051491,1.359937951E-7,0.025248814295,1.508491029E-7,0.026542724544,1.660316099E-7,0.02700255,1.722796271E-7,,,,,,,,,,,,
0.03200511,5.545509435E-8,0.03500127,9.673497073E-8,0.025495627644,1.365290879E-7,0.025293484924,1.511901237E-7,0.026651308865,1.664403538E-7,0.02700511,1.722746281E-7,,,,,,,,,,,,
0.03201023,5.53757233E-8,0.03500255,9.668137817E-8,0.025521256456,1.368582375E-7,0.025380409577,1.518326369E-7,0.026742925561,1.66776416E-7,0.02701023,1.722678197E-7,,,,,,,,,,,,
0.03202047,5.519974895E-8,0.03500511,9.675285894E-8,0.025556015319,1.372940959E-7,0.025438711206,1.522488865E-7,0.026826601748,1.670765904E-7,0.02702047,1.722547288E-7,,,,,,,,,,,,
0.03204095,5.48312888E-8,0.03501023,9.688722586E-8,0.025619195536,1.380570186E-7,0.025473534308,1.524921806E-7,0.026926246327,1.674259499E-7,0.02704095,1.722293308E-7,,,,,,,,,,,,
0.03208191,5.408061113E-8,0.03502047,9.714217696E-8,0.025664638629,1.385838831E-7,0.025522164972,1.528255432E-7,0.027,1.676790631E-7,0.02708191,1.72179885E-7,,,,,,,,,,,,
0.03216383,5.255854733E-8,0.03504095,9.763360614E-8,0.025693278612,1.389071074E-7,0.025614873234,1.534413986E-7,0.02700001,1.686853344E-7,0.02716383,1.720843167E-7,,,,,,,,,,,,
0.03232767,4.9450196E-8,0.03508191,9.85915135E-8,0.02573159286,1.393293697E-7,0.025678350158,1.538490186E-7,0.02700003,1.685717179E-7,0.027301837809,1.719305961E-7,,,,,,,,,,,,
0.032535518731,4.54209887E-8,0.03516383,1.004627913E-7,0.025800742506,1.400637895E-7,0.025716898346,1.5409127E-7,0.02700007,1.685673136E-7,0.027537493921,1.716822388E-7,,,,,,,,,,,,
0.032951216194,3.735117078E-8,0.03532767,1.040783243E-7,0.025850458735,1.405712371E-7,0.025769980975,1.544185857E-7,0.02700015,1.685165267E-7,0.02790131689,1.713174629E-7,,,,,,,,,,,,
0.03378261112,2.309337676E-8,0.03565535,1.107843024E-7,0.025881772151,1.408825568E-7,0.02586941429,1.550130868E-7,0.02700031,1.684201783E-7,0.028477472656,1.707519998E-7,,,,,,,,,,,,
0.035,1.0127392E-8,0.036199721967,1.201761841E-7,0.025923459883,1.412875599E-7,0.025938644198,1.554134573E-7,0.02700063,1.682250438E-7,0.029502119251,1.697232427E-7,,,,,,,,,,,,
0.03500001,1.006544673E-8,0.037,1.301559384E-7,0.025998479159,1.41990726E-7,0.025981265232,1.556546976E-7,0.02700127,1.666961437E-7,0.03,1.69205352E-7,,,,,,,,,,,,
0.03500003,1.012762913E-8,0.03700001,1.304393391E-7,0.026052431983,1.424773461E-7,0.026039296428,1.559769962E-7,0.02700255,1.670680349E-7,0.03000001,1.679943562E-7,,,,,,,,,,,,
0.03500007,1.024715941E-8,0.03700003,1.303831569E-7,0.026086441814,1.427763782E-7,0.026146379187,1.565539644E-7,0.02700511,1.670626707E-7,0.03000003,1.681300074E-7,,,,,,,,,,,,
0.03500015,1.048881899E-8,0.03700007,1.30299473E-7,0.026131610249,1.431647402E-7,0.026221933453,1.569479591E-7,0.02701023,1.670548729E-7,0.03000007,1.681329348E-7,,,,,,,,,,,,
0.03500031,1.098365505E-8,0.03700015,1.3012553E-7,0.026212640067,1.438377228E-7,0.026268959975,1.571880011E-7,0.02702047,1.670400713E-7,0.03000015,1.68188923E-7,,,,,,,,,,,,
0.03500063,1.202028598E-8,0.03700031,1.297738984E-7,0.02627094596,1.443043003E-7,0.026332385784,1.575057047E-7,0.02704095,1.670115804E-7,0.03000031,1.682937166E-7,,,,,,,,,,,,
0.03500127,1.343090174E-8,0.03700063,1.290505922E-7,0.026307747221,1.445916193E-7,0.026447933697,1.580675049E-7,0.02708191,1.669560541E-7,0.03000063,1.685024791E-7,,,,,,,,,,,,
0.03500255,1.340529927E-8,0.03700127,1.277758218E-7,0.02635652341,1.449642708E-7,0.026530292246,1.584552812E-7,0.02716383,1.668474186E-7,0.03000127,1.703085498E-7,,,,,,,,,,,,
0.03500511,1.343503371E-8,0.037002489955,1.278826418E-7,0.026443724402,1.456085523E-7,0.026581980369,1.586935453E-7,0.02732767,1.666353017E-7,0.03000255,1.69863322E-7,,,,,,,,,,,,
0.03501023,1.351112098E-8,0.037004929866,1.278622724E-7,0.026513499799,1.461050748E-7,0.026651132081,1.590064067E-7,0.02765535,1.66219871E-7,0.03000511,1.698755713E-7,,,,,,,,,,,,
0.03502047,1.368803275E-8,0.037009809687,1.278204353E-7,0.026555468962,1.463960639E-7,0.026775770329,1.595540563E-7,0.02831071,1.653869885E-7,0.03001023,1.698966999E-7,,,,,,,,,,,,
0.03504095,1.40710624E-8,0.037019569329,1.277347954E-7,0.026603146558,1.467199671E-7,0.026865251659,1.599350356E-7,0.02962143,1.636376308E-7,0.03002047,1.699381338E-7,,,,,,,,,,,,
0.03508191,1.487713295E-8,0.037039088614,1.275630812E-7,0.026693103165,1.473127556E-7,0.026921730732,1.601705213E-7,0.03,1.631059941E-7,0.03004095,1.700196073E-7,,,,,,,,,,,,
0.03516383,1.658664772E-8,0.037078127183,1.272203652E-7,0.026771260529,1.478094574E-7,0.026996778335,1.60477702E-7,0.03000001,1.621117773E-7,0.03008191,1.701797382E-7,,,,,,,,,,,,
